block_ID,administrative_subdivision,sw_longitude,sw_latitude,ne_longitude,ne_latitude,centroid_longitude,centroid_latitude
0,,12.234058,41.65537099999999,12.241244522272954,41.66074023027399,12.237651261136477,41.65805561513699
1,,12.234058,41.66074023027399,12.241244522272954,41.66610901290901,12.237651261136477,41.6634246215915
2,,12.234058,41.66610901290901,12.241244522272954,41.67147734789525,12.237651261136477,41.66879318040213
3,,12.234058,41.67147734789525,12.241244522272954,41.676845235222885,12.237651261136477,41.67416129155907
4,,12.234058,41.676845235222885,12.241244522272954,41.68221267488215,12.237651261136477,41.67952895505252
5,,12.234058,41.68221267488215,12.241244522272954,41.68757966686328,12.237651261136477,41.68489617087272
6,,12.234058,41.68757966686328,12.241244522272954,41.69294621115652,12.237651261136477,41.6902629390099
7,,12.234058,41.69294621115652,12.241244522272954,41.69831230775215,12.237651261136477,41.695629259454336
8,,12.234058,41.69831230775215,12.241244522272954,41.703677956640426,12.237651261136477,41.70099513219628
9,,12.234058,41.703677956640426,12.241244522272954,41.70904315781168,12.237651261136477,41.70636055722605
10,,12.234058,41.70904315781168,12.241244522272954,41.71440791125621,12.237651261136477,41.71172553453394
11,,12.234058,41.71440791125621,12.241244522272954,41.71977221696436,12.237651261136477,41.71709006411028
12,,12.234058,41.71977221696436,12.241244522272954,41.72513607492647,12.237651261136477,41.72245414594541
13,,12.234058,41.72513607492647,12.241244522272954,41.73049948513291,12.237651261136477,41.72781778002969
14,,12.234058,41.73049948513291,12.241244522272954,41.73586244757407,12.237651261136477,41.73318096635349
15,10,12.234058,41.73586244757407,12.241244522272954,41.741224962240345,12.237651261136477,41.73854370490721
16,,12.234058,41.741224962240345,12.241244522272954,41.74658702912216,12.237651261136477,41.74390599568125
17,,12.234058,41.74658702912216,12.241244522272954,41.75194864820993,12.237651261136477,41.74926783866604
18,,12.234058,41.75194864820993,12.241244522272954,41.75730981949411,12.237651261136477,41.75462923385202
19,,12.234058,41.75730981949411,12.241244522272954,41.762670542965175,12.237651261136477,41.75999018122964
20,,12.234058,41.762670542965175,12.241244522272954,41.768030818613596,12.237651261136477,41.76535068078938
21,,12.234058,41.768030818613596,12.241244522272954,41.77339064642987,12.237651261136477,41.770710732521735
22,,12.234058,41.77339064642987,12.241244522272954,41.77875002640454,12.237651261136477,41.776070336417206
23,,12.234058,41.77875002640454,12.241244522272954,41.78410895852809,12.237651261136477,41.781429492466316
24,,12.234058,41.78410895852809,12.241244522272954,41.78946744279111,12.237651261136477,41.7867882006596
25,,12.234058,41.78946744279111,12.241244522272954,41.79482547918414,12.237651261136477,41.792146460987624
26,,12.234058,41.79482547918414,12.241244522272954,41.800183067697766,12.237651261136477,41.79750427344095
27,,12.234058,41.800183067697766,12.241244522272954,41.80554020832259,12.237651261136477,41.80286163801018
28,,12.234058,41.80554020832259,12.241244522272954,41.81089690104923,12.237651261136477,41.80821855468591
29,,12.234058,41.81089690104923,12.241244522272954,41.81625314586831,12.237651261136477,41.81357502345877
30,,12.234058,41.81625314586831,12.241244522272954,41.82160894277047,12.237651261136477,41.818931044319385
31,,12.234058,41.82160894277047,12.241244522272954,41.826964291746386,12.237651261136477,41.82428661725842
32,,12.234058,41.826964291746386,12.241244522272954,41.83231919278672,12.237651261136477,41.82964174226655
33,,12.234058,41.83231919278672,12.241244522272954,41.83767364588219,12.237651261136477,41.83499641933446
34,,12.234058,41.83767364588219,12.241244522272954,41.8430276510235,12.237651261136477,41.84035064845284
35,,12.234058,41.8430276510235,12.241244522272954,41.84838120820137,12.237651261136477,41.84570442961243
36,,12.234058,41.84838120820137,12.241244522272954,41.85373431740654,12.237651261136477,41.851057762803954
37,,12.234058,41.85373431740654,12.241244522272954,41.859086978629804,12.237651261136477,41.85641064801817
38,,12.234058,41.859086978629804,12.241244522272954,41.864439191861905,12.237651261136477,41.861763085245855
39,,12.234058,41.864439191861905,12.241244522272954,41.869790957093656,12.237651261136477,41.86711507447778
40,,12.234058,41.869790957093656,12.241244522272954,41.87514227431587,12.237651261136477,41.87246661570477
