URL;Date
https://dati.comune.roma.it/catalog/dataset/92fe163f-55f4-4c0a-80a8-dc5e3b681d71/resource/09bbba65-16be-4e03-a906-2eeebfe85b33/download/opendata_sus_segnalazioni_aperte_nel_mese_di_gennaio_2020.csv;01/01/2020
https://dati.comune.roma.it/catalog/dataset/92fe163f-55f4-4c0a-80a8-dc5e3b681d71/resource/80bf6cec-8724-4cf2-a191-04622cb8bfb2/download/opendata_sus_segnalazioni_aperte_nel_mese_di_febbraio_2020.csv;01/02/2020
https://dati.comune.roma.it/catalog/dataset/92fe163f-55f4-4c0a-80a8-dc5e3b681d71/resource/10cdb96b-6ba7-4dba-85c2-7022d45aba22/download/opendata_sus_segnalazioni_aperte_nel_mese_di_marzo_2020.csv;01/03/2020
https://dati.comune.roma.it/catalog/dataset/92fe163f-55f4-4c0a-80a8-dc5e3b681d71/resource/90cf7bb7-8586-4f1b-9f96-cfbc6e562c14/download/opendata_sus_segnalazioni_aperte_nel_mese_di_aprile_2020.csv;01/04/2020
https://dati.comune.roma.it/catalog/dataset/92fe163f-55f4-4c0a-80a8-dc5e3b681d71/resource/33ab7914-5959-4bd5-81c3-29b8b4f41786/download/opendata_sus_segnalazioni_aperte_nel_mese_di_maggio_2020.csv;01/05/2020
https://dati.comune.roma.it/catalog/dataset/92fe163f-55f4-4c0a-80a8-dc5e3b681d71/resource/842d3356-dd1c-40f4-933a-521994230fdb/download/opendata_sus_segnalazioni_aperte_nel_mese_di_giugno_2020.csv;01/06/2020
https://dati.comune.roma.it/catalog/dataset/92fe163f-55f4-4c0a-80a8-dc5e3b681d71/resource/8b5f8a7d-1d5d-4add-aae7-f52eebdc7566/download/opendata_sus_segnalazioni_aperte_nel_mese_di_luglio_2020.csv;01/07/2020
