INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;latitude;longitude
Alloggio per uso turistico 3379;Unica;CIRCONVALLAZIONE GIANICOLENSE, 235;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87635;12.44405
Alloggio per uso turistico 3380;Unica;VIA GIUSEPPE PARINI, 32;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87355;12.46394
Alloggio per uso turistico 3400;Unica;VIA CLARICE MARESCOTTI, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86403;12.44731
Alloggio per uso turistico 3407;Unica;PIAZZALE ENRICO DUNANT, 69;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87231;12.45919
Alloggio per uso turistico 3419;Unica;VIALE DEI QUATTRO VENTI, 238;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87432;12.45758
Alloggio per uso turistico 3450;Unica;VIA ANTON GIULIO BARRILI, 35;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87979;12.46
lloggio per uso turistico 3464;Unica;VIA CARLO PORTA, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87561;12.46631
Alloggio per uso turistico 3491;Unica;VIA LUDOVICO DI MONREALE, 16;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88185;12.45557
Alloggio per uso turistico 350;Unica;VIA FRANCESCO SAVERIO SPROVIERI, 6;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88272;12.45983
Alloggio per uso turistico 3502;Unica;VIA DEL VASCELLO, 24;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88571;12.45954
Alloggio per uso turistico 3509;Unica;VIA GIOVANNI PRATI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87311;12.46292
Alloggio per uso turistico 3513;Unica;VIA ANTONIO CESARI, 69;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87778;12.45914
Alloggio per uso turistico 357;Unica;VIA DEL CASALETTO, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87854;12.44074
Alloggio per uso turistico 3604;Unica;VIA GIOVANNI BATTISTA FALDA, 24;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87767;12.456
lloggio per uso turistico 3611;Unica;VIA LAURA MANTEGAZZA, 35;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87147;12.45594
Alloggio per uso turistico 3616;Unica;VIALE DEI QUATTRO VENTI, 41;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88347;12.45872
Alloggio per uso turistico 3641;Unica;VIA DI DONNA OLIMPIA, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87971;12.45057
Alloggio per uso turistico 365;Unica;VIALE AURELIO SAFFI, 25;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88336;12.467
lloggio per uso turistico 3655;Unica;VIALE DI VILLA PAMPHILI, 37/3;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88147;12.45665
Alloggio per uso turistico 3656;Unica;PIAZZA IPPOLITO NIEVO, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88106;12.46706
Alloggio per uso turistico 3683;Unica;VIA DEI BICHI, 31;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88247;12.42244
Alloggio per uso turistico 3715;Unica;VIA FRANCESCO MASSI, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87307;12.46009
Alloggio per uso turistico 3755;Unica;CIRCONVALLAZIONE GIANICOLENSE, 190/A;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87024;12.45203
Alloggio per uso turistico 3792;Unica;VIA LORENZO VIDASCHI, 21;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87389;12.44943
Alloggio per uso turistico 3796;Unica;VIA DI MONTE VERDE, 170;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86987;12.44382
Alloggio per uso turistico 3802;Unica;VIA GIOVANNI TORRECREMATA, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87236;12.44427
Alloggio per uso turistico 3820;Unica;VIALE DEI QUATTRO VENTI, 31;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8836;12.45871
Alloggio per uso turistico 3822;Unica;VIALE DI TRASTEVERE, 114;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88276;12.46848
Alloggio per uso turistico 3825;Unica;VIA GIACINTO CARINI, 58;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8841;12.46
lloggio per uso turistico 3826;Unica;VIA GIOVANNI LIVRAGHI, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88449;12.46063
Alloggio per uso turistico 3848;Unica;VIA DEGLI ESTENSI, 180;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87225;12.41824
Alloggio per uso turistico 3863;Unica;VIALE DEI QUATTRO VENTI, 86;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88213;12.458
lloggio per uso turistico 3868;Unica;LARGO BERNARDINO DA FELTRE, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8832;12.46992
Alloggio per uso turistico 3870;Unica;VIA NICOLA CORSI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87641;12.44776
Alloggio per uso turistico 3902;Unica;VIA UGO BASSI, 40;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88111;12.46647
Alloggio per uso turistico 3927;Unica;VIA FRANCESCO SAVERIO SPROVIERI, 3;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88259;12.46051
Alloggio per uso turistico 3943;Unica;VIA EDOARDO JENNER, 70;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87177;12.44479
Alloggio per uso turistico 397;Unica;VIA DEGLI ORTI DI TRASTEVERE, 86;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8812;12.46976
Alloggio per uso turistico 3975;Unica;LARGO FRANCESCO ANZANI, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.92579;12.48384
Alloggio per uso turistico 3989;Unica;VIA CAMILLO DE LELLIS, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8694;12.45058
Alloggio per uso turistico 4027;Unica;VIA CASIMIRO MANASSEI, 57;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86629;12.44221
Alloggio per uso turistico 404;Unica;VIA GIOVANNI PRATI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87311;12.46292
Alloggio per uso turistico 4068;Unica;VIA GIOVANNI FILIPPO INGRASSIA, 24;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87314;12.457
loggio per uso turistico 4080;Unica;VIA GIOVANNI DA CASTEL BOLOGNESE, 45;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87451;12.46862
Alloggio per uso turistico 4082;Unica;VIA FEDERICO OZANAM, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87566;12.44742
Alloggio per uso turistico 4113;Unica;VIALE DEI QUATTRO VENTI, 98;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8814;12.45855
Alloggio per uso turistico 4125;Unica;VIA VITELLIA, 49;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88008;12.44886
Alloggio per uso turistico 4138;Unica;VIA ANGELO BELLANI, 45;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8729;12.46959
Alloggio per uso turistico 4168;Unica;VIA CARLO PORTA, 20;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87559;12.46652
Alloggio per uso turistico 4172;Unica;VIA DI BRAVETTA, 342;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87784;12.42626
Alloggio per uso turistico 4193;Unica;VIA DEI BARBO, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86446;12.42095
Alloggio per uso turistico 4199;Unica;VIA RIVA LIGURE, 42;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88472;12.40432
Alloggio per uso turistico 4222;Unica;VIA S. GIROLAMO EMILIANI, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87051;12.45296
Alloggio per uso turistico 4223;Unica;VIA BORGHETTO DI VARA, 13;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88628;12.40349
Alloggio per uso turistico 4225;Unica;VIA PAOLA FALCONIERI, 41;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87521;12.45309
Alloggio per uso turistico 4238;Unica;VIA PAOLO SEGNERI, 1/B;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87457;12.46521
Alloggio per uso turistico 428;Unica;VIALE DI TRASTEVERE, 231/A;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87735;12.46582
Alloggio per uso turistico 4304;Unica;VIA LAURA MANTEGAZZA, 28;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87146;12.45643
Alloggio per uso turistico 4348;Unica;VIA ANTONIO CERASI, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87231;12.453
lloggio per uso turistico 4440;Unica;VIA LORENZO VIDASCHI, 18;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87375;12.45014
Alloggio per uso turistico 4454;Unica;VIA S. CALEPODIO, 46;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8805;12.45763
Alloggio per uso turistico 4460;Unica;CIRCONVALLAZIONE GIANICOLENSE, 22;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87305;12.46383
Alloggio per uso turistico 4472;Unica;VIA DI VAL TELLINA, 119/B;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86874;12.44673
Alloggio per uso turistico 4481;Unica;VIALE DI TRASTEVERE, 269;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87514;12.46601
Alloggio per uso turistico 4483;Unica;VIALE DI VILLA PAMPHILI, 44;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88274;12.45673
Alloggio per uso turistico 4491;Unica;VIA LUDOVICO DI MONREALE, 17;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88112;12.45566
Alloggio per uso turistico 4532;Unica;VIA ALBERTO MARIO, 42;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8802;12.46023
Alloggio per uso turistico 4552;Unica;VIA GIOVANNI DA CASTEL BOLOGNESE, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87522;12.46858
Alloggio per uso turistico 4583;Unica;PIAZZA IPPOLITO NIEVO, 21;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88058;12.46669
Alloggio per uso turistico 4648;Unica;PIAZZA S. GIOVANNI DI DIO, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87412;12.44701
Alloggio per uso turistico 4671;Unica;VIA GIOVANNI BATTISTA FALDA, 22;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87767;12.45688
Alloggio per uso turistico 4675;Unica;VIA PIETRO CARTONI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8732;12.44974
Alloggio per uso turistico 4676;Unica;VIA STEFANO BOCCAPADULI, 23;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87234;12.44589
Alloggio per uso turistico 4736;Unica;VIA ANGELO BELLANI, 3;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87306;12.46779
Alloggio per uso turistico 4752;Unica;LUNGOTEVERE DEGLI ARTIGIANI, 32;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87301;12.47039
Alloggio per uso turistico 4754;Unica;VIA GIUSEPPE PARINI, 25;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8737;12.46418
Alloggio per uso turistico 476;Unica;VIA GIANO PARRASIO, 14;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87491;12.46412
Alloggio per uso turistico 4767;Unica;VIA CARLO PISACANE, 18;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87795;12.461
lloggio per uso turistico 4779;Unica;VIA BERNARDINO RAMAZZINI, 135;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86936;12.45261
Alloggio per uso turistico 4792;Unica;VIA FRATELLI BANDIERA, 28;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88035;12.46425
Alloggio per uso turistico 4807;Unica;LUNGOTEVERE DEGLI ARTIGIANI, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.874;12.46997
Alloggio per uso turistico 4837;Unica;VIA GIACOMO CORRADI, 11;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.873;12.44787
Alloggio per uso turistico 4967;Unica;VIA EDOARDO JENNER, 94;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87111;12.44515
Alloggio per uso turistico 4980;Unica;VIA ALESSANDRO POERIO, 112;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87707;12.46278
Alloggio per uso turistico 5002;Unica;VIA PORTUENSE, 111;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87715;12.468
loggio per uso turistico 5004;Unica;VIA FRANCESCO CORNARO, 13;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8755;12.45706
Alloggio per uso turistico 5013;Unica;VIA DEI VERALLI, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88191;12.41934
Alloggio per uso turistico 5014;Unica;LARGO S. VINCENZO DE' PAOLI, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87233;12.45657
Alloggio per uso turistico 5025;Unica;VIA CESARE PASCARELLA, 34;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87666;12.46688
Alloggio per uso turistico 506;Unica;VIA GIOVANNI LIVRAGHI, 2;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88457;12.46
lloggio per uso turistico 5060;Unica;VIA PONTEDASSIO, 18;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88154;12.42298
Alloggio per uso turistico 5070;Unica;VIA S. GIROLAMO EMILIANI, 2;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87041;12.453
lloggio per uso turistico 51;Unica;VIA BASILIO BRICCI, 39;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88318;12.45772
Alloggio per uso turistico 510;Unica;VIA DI MONTE VERDE, 53;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87058;12.44804
Alloggio per uso turistico 5109;Unica;VIA VITELLIA, 55;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88005;12.44844
Alloggio per uso turistico 511;Unica;VIA ANTONIO CERASI, 22;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87215;12.45229
Alloggio per uso turistico 5118;Unica;VIA AURELIA ANTICA, 425;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88933;12.42481
Alloggio per uso turistico 5146;Unica;VIA FERDINANDO PALASCIANO, 40;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87281;12.446
lloggio per uso turistico 5173;Unica;VICOLO DI BRAVETTA, 36;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86773;12.42199
Alloggio per uso turistico 5192;Unica;CIRCONVALLAZIONE GIANICOLENSE, 96;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87113;12.45784
Alloggio per uso turistico 525;Unica;VIALE DI VILLA PAMPHILI, 37;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88147;12.45665
Alloggio per uso turistico 530;Unica;VIA LORENZO VIDASCHI, 21;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87389;12.44943
Alloggio per uso turistico 5323;Unica;VIA PORTUENSE, 119;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87265;12.44343
Alloggio per uso turistico 5334;Unica;VIA DEGLI ALDOBRANDESCHI, 67;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88005;12.40135
Alloggio per uso turistico 5358;Unica;VIA FEDERICO ROSAZZA, 52;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87751;12.46711
Alloggio per uso turistico 5366;Unica;VIA DEGLI ORTI GIANICOLENSI, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87726;12.45601
Alloggio per uso turistico 5384;Unica;VIA LORENZO VALLA, 24;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87508;12.46266
Alloggio per uso turistico 5395;Unica;VIA FRANCESCO DALL'ONGARO, 43;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88039;12.46516
Alloggio per uso turistico 5419;Unica;VIALE DI TRASTEVERE, 240;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8762;12.465
lloggio per uso turistico 5422;Unica;VIA LUDOVICO DI MONREALE, 38;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88119;12.45552
Alloggio per uso turistico 5468;Unica;VIA PIETRO CARTONI, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87313;12.44966
Alloggio per uso turistico 548;Unica;VIA DEI FELTRESCHI, 15;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88369;12.422
lloggio per uso turistico 5491;Unica;VIA MATTIA MONTECCHI, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88177;12.46721
Alloggio per uso turistico 5513;Unica;VIA AURELIO GIUSEPPE AMATUCCI, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86145;12.44272
Alloggio per uso turistico 5539;Unica;VIA RIVA LIGURE, 42;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88472;12.40432
Alloggio per uso turistico 5550;Unica;VIALE DEI COLLI PORTUENSI, 650;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.85847;12.44324
Alloggio per uso turistico 557;Unica;VIA DEGLI ORTI GIANICOLENSI, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87726;12.45601
Alloggio per uso turistico 5578;Unica;VIA CARLO PISACANE, 53;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87788;12.46107
Alloggio per uso turistico 5592;Unica;VIALE DI TRASTEVERE, 172;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87948;12.46617
Alloggio per uso turistico 5605;Unica;VIA GIOVANNI BATTISTA FALDA, 18;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87767;12.45655
Alloggio per uso turistico 5644;Unica;LARGO BERNARDINO DA FELTRE, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8832;12.46992
Alloggio per uso turistico 5660;Unica;VIA DEI MALATESTA, 51;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88081;12.42344
Alloggio per uso turistico 5668;Unica;VIA GIOVANNI BATTISTA FALDA, 24;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87767;12.456
lloggio per uso turistico 5680;Unica;VIA FELICE CAVALLOTTI, 57;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87804;12.46197
Alloggio per uso turistico 5697;Unica;CIRCONVALLAZIONE GIANICOLENSE, 190/C;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87026;12.45192
Alloggio per uso turistico 5708;Unica;CIRCONVALLAZIONE GIANICOLENSE, 204;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87048;12.45115
Alloggio per uso turistico 5714;Unica;VIA GIOVANNI BATTISTA FALDA, 18;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87767;12.45655
Alloggio per uso turistico 575;Unica;VIALE DI TRASTEVERE, 319;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87434;12.46606
Alloggio per uso turistico 5756;Unica;VIA EMILIO LAMI, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87252;12.44821
Alloggio per uso turistico 5770;Unica;VIA FONTEIANA, 120;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87986;12.45408
Alloggio per uso turistico 578;Unica;VIA FONTEIANA, 66;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88192;12.45463
Alloggio per uso turistico 5792;Unica;VIA ALESSANDRO POERIO, 95;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87615;12.46109
Alloggio per uso turistico 5871;Unica;VIA DI MONTE VERDE, 14;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87194;12.45507
Alloggio per uso turistico 5898;Unica;VIA DI VIGNA ALVI, 6;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87444;12.44112
Alloggio per uso turistico 5941;Unica;VIA PORTUENSE, 104;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87585;12.46725
Alloggio per uso turistico 5967;Unica;VIA ANTONIO DIONISI, 45;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86036;12.44608
Alloggio per uso turistico 5990;Unica;VIA DI MONTE VERDE, 256;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8699;12.44042
Alloggio per uso turistico 5995;Unica;VIA ANTON GIULIO BARRILI, 35;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87979;12.46
lloggio per uso turistico 6004;Unica;VIA GIOVANNI DA CASTEL BOLOGNESE, 59;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87428;12.468
lloggio per uso turistico 6015;Unica;VIA S. GIROLAMO EMILIANI, 2;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87041;12.453
lloggio per uso turistico 603;Unica;VIA FRANCESCO DATINI, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86941;12.44736
Alloggio per uso turistico 6033;Unica;VIA DEI CYBO, 22;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88017;12.41668
Alloggio per uso turistico 6050;Unica;VIA VIRGINIA AGNELLI, 38;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86259;12.44651
Alloggio per uso turistico 6093;Unica;VIA DI MONTE VERDE, 16;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87185;12.45464
Alloggio per uso turistico 6144;Unica;CIRCONVALLAZIONE GIANICOLENSE, 111;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87084;12.45
lloggio per uso turistico 6153;Unica;VIA FOLCO PORTINARI, 62;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86894;12.44848
Alloggio per uso turistico 6154;Unica;VIA SEVERO CARMIGNANO, 9;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86943;12.44496
Alloggio per uso turistico 6177;Unica;VIA LORENZO VIDASCHI, 36;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8736;12.45138
