"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"01/09/2020";"22:16:17";"01/09/2020";"22:26:46";"629";"9768056";"2039254";"BIBLIO";"Municipio V";"Via";"del Pigneto";"22";"Roma";"Biblioteche";""
"01/09/2020";"21:51:35";"02/09/2020";"00:49:08";"10653";"456802571";"17323288";"REGISTERED";"Municipio II";"Piazza";"Grecia";"23/25";"Roma";"DigitRomaWiFi";"it"
"02/09/2020";"01:34:48";"02/09/2020";"02:23:16";"2908";"35325091";"5411092";"REGISTERED";"Municipio IX";"Viale";"dell'Oceano Indiano";"64";"Roma";"DigitRomaWiFi";"it"
"02/09/2020";"01:32:35";"02/09/2020";"05:32:35";"14400";"462678425";"4286054058";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"02/09/2020";"05:31:59";"02/09/2020";"05:34:41";"162";"427991";"110318";"REGISTERED";"Municipio VII";"Via";"Tommaso Fortifiocca";"71";"Roma";"DigitRomaWiFi";"it"
"02/09/2020";"04:49:46";"02/09/2020";"06:20:56";"5470";"5158307";"794956";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"02/09/2020";"06:27:54";"02/09/2020";"06:40:06";"732";"18665569";"767049";"REGISTERED";"Municipio VII";"Via";"Tommaso Fortifiocca";"71";"Roma";"DigitRomaWiFi";"it"
"02/09/2020";"07:00:27";"02/09/2020";"07:04:23";"236";"735114";"103388";"REGISTERED";"Municipio I";"Via";"della Greca";"5";"Roma";"DigitRomaWiFi";"it"
"02/09/2020";"07:00:07";"02/09/2020";"07:04:40";"273";"3444822";"348710";"REGISTERED";"Municipio I";"Via";"del Tempio di Giove";"3";"Roma";"DigitRomaWiFi";"it"
"02/09/2020";"07:09:46";"02/09/2020";"07:12:17";"151";"5041890";"191430";"REGISTERED";"Municipio VII";"Via";"Tommaso Fortifiocca";"71";"Roma";"DigitRomaWiFi";"it"
"02/09/2020";"06:54:45";"02/09/2020";"07:18:22";"1417";"8731876";"1492025";"REGISTERED";"Municipio VII";"Piazza";"di Cinecitta";"11";"Roma";"DigitRomaWiFi";"it"
