"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"19/08/2020";"23:44:05";"20/08/2020";"00:22:31";"2306";"236121968";"4440392";"REGISTERED";"Municipio I";"Via";"del Tritone";"142";"Roma";"DigitRomaWiFi";"it"
"19/08/2020";"21:53:21";"20/08/2020";"00:32:00";"9519";"1624236416";"76380596";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"Biblioteche";"it"
"20/08/2020";"03:50:41";"20/08/2020";"05:00:34";"4193";"1103071929";"23773787";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"Biblioteche";"it"
"20/08/2020";"05:17:48";"20/08/2020";"05:46:19";"1711";"333416705";"4036483";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"Biblioteche";"it"
"20/08/2020";"06:41:51";"20/08/2020";"06:41:52";"1";"6998";"5355";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"20/08/2020";"06:44:50";"20/08/2020";"06:44:51";"1";"383495";"40590";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"20/08/2020";"05:12:42";"20/08/2020";"06:47:58";"5716";"580947624";"22567085";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"20/08/2020";"07:06:29";"20/08/2020";"07:09:59";"210";"111891";"49052";"REGISTERED";"Municipio I";"Via";"della Greca";"5";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:24:27";"20/08/2020";"07:31:12";"405";"1093862";"209440";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"45";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:35:03";"20/08/2020";"07:35:04";"1";"60621";"13131";"REGISTERED";"Municipio XII";"Via";"di Donna Olimpia";"43";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:21:15";"20/08/2020";"07:43:58";"1363";"105791900";"2483222";"SPID";"Municipio I";"Via";"Luigi Petroselli";"45";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"06:54:19";"20/08/2020";"07:45:35";"3076";"50883731";"5347978";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:32:43";"20/08/2020";"07:51:26";"1123";"83616106";"2460539";"REGISTERED";"Municipio XII";"Via";"Fabiola";"14";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:53:58";"20/08/2020";"07:56:17";"139";"26463104";"183934";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:52:27";"20/08/2020";"08:00:16";"469";"3587298";"538901";"REGISTERED";"";"";"";"";"";"DigitRomaWiFi";"it"
"20/08/2020";"07:44:00";"20/08/2020";"08:04:24";"1224";"21280655";"1770516";"REGISTERED";"Municipio I";"Piazza";"del Campidoglio";"1";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:35:09";"20/08/2020";"08:06:40";"1891";"65020467";"22186794";"REGISTERED";"Municipio XII";"Via";"di Donna Olimpia";"43";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"08:05:01";"20/08/2020";"08:07:38";"157";"178628582";"2690314";"REGISTERED";"Municipio I";"Via";"dei Cerchi";"6";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:46:09";"20/08/2020";"08:13:18";"1629";"75774708";"16144674";"REGISTERED";"Municipio VIII";"Via";"Capitan Bavastro";"94";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:29:37";"20/08/2020";"08:27:09";"3452";"347010215";"11357997";"REGISTERED";"Municipio I";"Via";"del Tritone";"142";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:48:17";"20/08/2020";"08:34:21";"2764";"286640313";"5781387";"REGISTERED";"Municipio VIII";"Via";"Ostiense";"106";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"08:39:07";"20/08/2020";"08:39:07";"0";"6452";"1675";"REGISTERED";"Municipio XV";"Via";"Cassia";"472";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"07:42:08";"20/08/2020";"08:40:55";"3527";"67000018";"3069630";"REGISTERED";"Municipio VIII";"Circonvallazione";"Ostiense";"191";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"08:32:46";"20/08/2020";"08:49:21";"995";"269070939";"8448837";"REGISTERED";"Municipio XI";"Via";"Marino Mazzacurati";"73/75";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"06:46:04";"20/08/2020";"08:51:50";"7546";"167105683";"24642682";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"20/08/2020";"08:48:00";"20/08/2020";"08:57:39";"579";"416984904";"28815807";"REGISTERED";"Municipio I";"Piazza";"di Campitelli";"7";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"08:42:07";"20/08/2020";"08:59:44";"1057";"12091591";"2265871";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"45";"Roma";"DigitRomaWiFi";"it"
"20/08/2020";"09:09:01";"20/08/2020";"09:14:22";"321";"6907695";"1011329";"REGISTERED";"Municipio XI";"Via";"Domenico Lupatelli";"2";"Roma";"DigitRomaWiFi";"it"
