"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"24/06/2020";"00:26:17";"24/06/2020";"00:33:23";"426";"12455581";"1790541";"REGISTERED";"Municipio I";"Piazza";"di Campitelli";"7";"Roma";"DigitRomaWiFi";"it"
"23/06/2020";"23:07:13";"24/06/2020";"00:44:56";"5863";"2621002413";"4185018949";"REGISTERED";"Municipio V";"Via";"del Pigneto";"22";"Roma";"Biblioteche";"it"
"24/06/2020";"02:59:25";"24/06/2020";"05:06:52";"7647";"184618315";"15220432";"REGISTERED";"Municipio I";"Piazza";"Sant'Egidio";"1/B";"Roma";"DigitRomaWiFi";"it"
"24/06/2020";"05:18:10";"24/06/2020";"05:58:47";"2437";"1786560";"8816969";"REGISTERED";"Municipio I";"Piazza";"Sant'Egidio";"1/B";"Roma";"DigitRomaWiFi";"it"
"24/06/2020";"06:14:21";"24/06/2020";"06:36:19";"1318";"40086858";"2721028";"REGISTERED";"Municipio I";"Via";"delle Tre Pile";"1";"Roma";"Musei_Capitolini";"it"
"24/06/2020";"05:04:35";"24/06/2020";"06:48:16";"6221";"405349062";"8934827";"REGISTERED";"Municipio VI";"Viale";"Duilio Cambellotti";"11";"Roma";"DigitRomaWiFi";"it"
"24/06/2020";"06:57:40";"24/06/2020";"07:16:51";"1151";"36123516";"1278958";"REGISTERED";"Municipio I";"Via";"della Greca";"5";"Roma";"DigitRomaWiFi";"it"
"24/06/2020";"07:06:57";"24/06/2020";"07:23:32";"995";"70133938";"5123004";"REGISTERED";"Municipio I";"Via";"del Tritone";"142";"Roma";"DigitRomaWiFi";"it"
"24/06/2020";"07:11:13";"24/06/2020";"07:40:24";"1751";"132180486";"2376750";"REGISTERED";"Municipio II";"Via";"Dire Daua";"11";"Roma";"DigitRomaWiFi";"it"
"24/06/2020";"07:33:49";"24/06/2020";"07:46:30";"761";"1669042";"329627";"REGISTERED";"Municipio VII";"Piazza";"di Cinecittà";"11";"Roma";"DigitRomaWiFi";"it"
"24/06/2020";"07:43:18";"24/06/2020";"07:47:22";"244";"59791235";"827631";"REGISTERED";"Municipio XII";"Via";"Fabiola";"14";"Roma";"DigitRomaWiFi";"it"
"24/06/2020";"07:15:11";"24/06/2020";"07:54:14";"2343";"36930525";"6091848";"REGISTERED";"Municipio VII";"Via";"Tommaso Fortifiocca";"71";"Roma";"DigitRomaWiFi";"it"
