"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"30/09/2020";"23:42:34";"01/10/2020";"00:01:18";"1124";"102357311";"3409206";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"00:07:49";"01/10/2020";"00:11:04";"195";"62825030";"1901433";"REGISTERED";"Municipio I";"Via";"4 Novembre";"94";"Roma";"DigitRomaWiFi";"de"
"01/10/2020";"00:27:54";"01/10/2020";"01:40:11";"4337";"140433316";"8083215";"REGISTERED";"Municipio III";"Via";"Flavio Ando";"12";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"02:24:06";"01/10/2020";"02:51:13";"1627";"49562145";"5176992";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"02:34:46";"01/10/2020";"03:14:51";"2405";"172394425";"6932590";"REGISTERED";"Municipio II";"Via";"Tiburtina Antica";"25";"Roma";"DigitRomaWiFi";"en"
"01/10/2020";"02:22:20";"01/10/2020";"03:22:11";"3591";"360221581";"8069706";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"03:29:38";"01/10/2020";"03:40:22";"644";"26003693";"1038480";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"03:40:51";"01/10/2020";"04:02:12";"1281";"22799239";"1423432";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"04:04:32";"01/10/2020";"05:22:45";"4693";"39577130";"3930806";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"05:57:23";"01/10/2020";"05:59:36";"133";"401054";"44500";"REGISTERED";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"06:09:10";"01/10/2020";"06:13:57";"287";"393640";"44321";"REGISTERED";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi";"it"
"01/10/2020";"06:28:52";"01/10/2020";"06:40:35";"703";"33962083";"2468682";"REGISTERED";"Municipio X";"Piazza";"Capelvenere";"13";"Roma";"DigitRomaWiFi";"pl"
"01/10/2020";"06:25:22";"01/10/2020";"06:53:06";"1664";"98476522";"5737531";"REGISTERED";"Municipio III";"Via";"Flavio Ando";"12";"Roma";"DigitRomaWiFi";"it"
