"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"03/07/2020";"23:44:40";"04/07/2020";"02:17:43";"9183";"12186081";"999456";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"03/07/2020";"23:26:13";"04/07/2020";"03:26:13";"14400";"908633";"313681";"REGISTERED";"Municipio VIII";"Largo ";"Giovanni da Verrazzano";"7";"Roma";"DigitRomaWiFi";"it"
"04/07/2020";"04:55:08";"04/07/2020";"05:21:11";"1563";"810599";"250526";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"04/07/2020";"05:11:19";"04/07/2020";"05:28:16";"1017";"58055923";"2093341";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"04/07/2020";"07:05:12";"04/07/2020";"07:39:38";"2066";"108172003";"4426825";"REGISTERED";"Municipio II";"Via";"Tiburtina Antica";"25";"Roma";"DigitRomaWiFi";"en"
"04/07/2020";"08:05:13";"04/07/2020";"08:12:45";"452";"574154";"173787";"REGISTERED";"Municipio I";"Via";"della Greca";"5";"Roma";"DigitRomaWiFi";"it"
"04/07/2020";"07:29:07";"04/07/2020";"08:18:34";"2967";"45124180";"8847861";"REGISTERED";"Municipio X";"Via";"Euripide";"15";"Roma";"DigitRomaWiFi";"it"
"04/07/2020";"06:37:03";"04/07/2020";"08:22:23";"6320";"123117363";"4271059";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"04/07/2020";"07:32:48";"04/07/2020";"08:32:47";"3599";"30075324";"4883717";"REGISTERED";"Municipio I";"Lungotevere";"in Augusta";"11";"Roma";"DigitRomaWiFi";"it"
"04/07/2020";"08:08:59";"04/07/2020";"08:37:08";"1689";"68060879";"3278545";"REGISTERED";"Municipio VIII";"Via";"Ostiense";"106";"Roma";"DigitRomaWiFi";"it"
