"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"14/07/2020";"21:20:20";"14/07/2020";"23:25:52";"7532";"451584351";"26321173";"REGISTERED";"Municipio VI";"Via";"Libero Leonardi";"153";"Roma";"Biblioteche";"it"
"15/07/2020";"01:53:19";"15/07/2020";"02:35:11";"2512";"93388387";"8636393";"REGISTERED_H24";"Municipio I";"Piazza";"San Pantaleo";"10";"Roma";"DigitRomaWiFi_H24";"it"
"15/07/2020";"02:37:20";"15/07/2020";"02:49:29";"729";"19861990";"774738";"REGISTERED";"Municipio I";"Via";"della Greca";"5";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"03:28:04";"15/07/2020";"03:33:25";"321";"25365283";"1951349";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"15/07/2020";"00:02:31";"15/07/2020";"04:02:31";"14400";"445792315";"73779099";"REGISTERED";"Municipio VIII";"Largo ";"Giovanni da Verrazzano";"7";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"05:28:26";"15/07/2020";"05:28:27";"1";"396053";"49035";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"15/07/2020";"05:11:18";"15/07/2020";"07:07:23";"6965";"701412991";"33432040";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"15/07/2020";"06:59:58";"15/07/2020";"07:12:26";"748";"6989271";"584653";"REGISTERED";"Municipio IX";"Via";"di Decima";"96/102";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"07:11:23";"15/07/2020";"07:18:37";"434";"2456697";"1013742";"REGISTERED";"Municipio III";"Via";"Flavio Andò";"12";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"07:22:32";"15/07/2020";"07:27:56";"324";"13474456";"685709";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"15/07/2020";"07:26:56";"15/07/2020";"07:30:32";"216";"442381";"68742";"REGISTERED";"Municipio III";"Via";"Flavio Andò";"12";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"04:40:52";"15/07/2020";"07:43:37";"10965";"11902810";"4110609";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"15/07/2020";"06:53:42";"15/07/2020";"07:53:51";"3609";"118656630";"5340941";"REGISTERED";"Municipio I";"Piazza";"del Campidoglio";"1";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"07:30:46";"15/07/2020";"07:59:24";"1718";"163121629";"2692453";"REGISTERED";"Municipio X";"Via";"del Martin Pescatore";"66";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:13:06";"15/07/2020";"08:19:24";"378";"42008169";"3691900";"REGISTERED";"Municipio VIII";"Circonvallazione";"Ostiense";"191";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:09:50";"15/07/2020";"08:22:57";"787";"52872957";"2380695";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:14:43";"15/07/2020";"08:27:05";"742";"3066367425";"20521747";"REGISTERED";"Municipio I";"Via";"4 Novembre";"94";"Roma";"DigitRomaWiFi";"en"
"15/07/2020";"07:49:38";"15/07/2020";"08:27:19";"2261";"25771012";"1460812";"REGISTERED";"Municipio VIII";"Via";"Ostiense";"106";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:08:38";"15/07/2020";"08:27:27";"1129";"45927136";"8530193";"REGISTERED";"Municipio VIII";"Circonvallazione";"Ostiense";"191";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:21:41";"15/07/2020";"08:27:32";"351";"6745083";"951473";"REGISTERED";"Municipio XI";"Via";"Camillo Montalcini";"1";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:28:43";"15/07/2020";"08:28:43";"0";"37672";"5580";"REGISTERED";"Municipio XII";"Via";"di Donna Olimpia";"43";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:28:53";"15/07/2020";"08:28:59";"6";"408604";"46571";"REGISTERED";"Municipio XII";"Via";"di Donna Olimpia";"43";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"07:58:41";"15/07/2020";"08:29:20";"1839";"19679959";"4375084";"REGISTERED_MC";"Municipio I";"Via";"delle Tre Pile";"1";"Roma";"Musei_Capitolini";"it"
"15/07/2020";"08:27:12";"15/07/2020";"08:31:41";"269";"499084";"78229";"REGISTERED";"Municipio I";"Via";"della Greca";"5";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:22:01";"15/07/2020";"08:43:05";"1264";"666526";"276928";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:06:01";"15/07/2020";"08:44:23";"2302";"5236534";"523806";"REGISTERED";"Municipio I";"Piazza";"del Campidoglio";"1";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"07:58:24";"15/07/2020";"08:46:55";"2911";"10098010";"961310";"REGISTERED";"Municipio IX";"Via";"del Turismo";"30/32";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:00:08";"15/07/2020";"08:48:36";"2908";"278575132";"9045721";"REGISTERED";"Municipio XII";"Via";"di Donna Olimpia";"43";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:32:22";"15/07/2020";"08:51:08";"1126";"116245026";"5065898";"SPID";"Municipio I";"Piazza";"di Campitelli";"7";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:12:31";"15/07/2020";"08:51:31";"2340";"25561326";"1720706";"REGISTERED";"Municipio XIII";"Via";"Aurelia";"470";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"07:34:19";"15/07/2020";"08:51:52";"4653";"25236716";"2132406";"REGISTERED";"Municipio III";"Via";"Flavio Andò";"12";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:53:08";"15/07/2020";"08:56:02";"174";"271135";"59959";"REGISTERED";"Municipio I";"Via";"4 Novembre";"94";"Roma";"DigitRomaWiFi";"en"
"15/07/2020";"08:34:06";"15/07/2020";"08:57:20";"1394";"14697194";"5651178";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"45";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:00:00";"15/07/2020";"08:57:25";"3445";"283197596";"17342846";"REGISTERED";"Municipio IX";"Viale";"della Civiltà del Lavoro";"10";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"07:47:43";"15/07/2020";"08:57:41";"4198";"27766684";"8206018";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"15/07/2020";"08:44:09";"15/07/2020";"08:58:16";"847";"10711804";"615577";"REGISTERED";"Municipio I";"Via";"del Tempio di Giove";"3";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:54:49";"15/07/2020";"08:59:16";"267";"14199362";"420036";"REGISTERED";"Municipio III";"Via";"Flavio Andò";"12";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:45:53";"15/07/2020";"08:59:43";"830";"651507";"188108";"REGISTERED";"Municipio I";"Via";"del Tempio di Giove";"3";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:34:30";"15/07/2020";"09:01:57";"1647";"11659826";"2517004";"REGISTERED";"Municipio I";"Via";"dei Cerchi";"6";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:58:32";"15/07/2020";"09:02:12";"220";"83667980";"2754384";"REGISTERED";"Municipio I";"Via";"della Greca";"5";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:52:29";"15/07/2020";"09:02:59";"630";"100366088";"7299181";"REGISTERED";"Municipio IX";"Via";"del Turismo";"30/32";"Roma";"DigitRomaWiFi";"it"
"15/07/2020";"08:33:51";"15/07/2020";"09:04:31";"1840";"83831371";"7922132";"REGISTERED_MC";"Municipio I";"Via";"delle Tre Pile";"1";"Roma";"Musei_Capitolini";"it"
"15/07/2020";"09:05:54";"15/07/2020";"09:05:54";"0";"42459";"7886";"SPID";"Municipio IX";"Viale";"della Civiltà del Lavoro";"10";"Roma";"DigitRomaWiFi";"it"
