"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"19/06/2020";"22:37:15";"20/06/2020";"00:05:13";"5278";"2483111388";"75691293";"REGISTERED";"Municipio I";"Piazza";"Sant'Egidio";"1/B";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"00:54:19";"20/06/2020";"01:00:20";"361";"2333579";"173249";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"01:15:32";"20/06/2020";"01:20:51";"319";"367539";"54421";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"05:44:45";"20/06/2020";"05:54:53";"608";"20844368";"2635410";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"20/06/2020";"06:07:59";"20/06/2020";"06:10:33";"154";"1403101";"266279";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"20/06/2020";"06:33:21";"20/06/2020";"07:40:34";"4033";"132729418";"23807989";"REGISTERED";"Municipio X";"Via";"Euripide";"15";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"07:43:40";"20/06/2020";"07:51:01";"441";"11554697";"1383334";"REGISTERED";"Municipio IX";"Via";"Ignazio  Silone";"100";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"07:15:27";"20/06/2020";"08:10:07";"3280";"25449446";"3814531";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"08:16:30";"20/06/2020";"08:27:23";"653";"10400266";"957256";"REGISTERED";"Municipio IX";"Via";"Ignazio  Silone";"100";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"08:29:01";"20/06/2020";"08:50:03";"1262";"193209479";"100408070";"REGISTERED";"Municipio I";"Piazza";"di Ponte Umberto I";"1";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"08:53:52";"20/06/2020";"09:00:15";"383";"1286096";"20361387";"REGISTERED";"Municipio I";"Piazza";"San Pantaleo";"10";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"05:25:22";"20/06/2020";"09:01:01";"12939";"66319017";"5218705";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"20/06/2020";"09:03:38";"20/06/2020";"09:10:09";"391";"15845876";"12682688";"REGISTERED";"Municipio I";"Via";"della Greca";"5";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"08:29:37";"20/06/2020";"09:13:58";"2661";"161390503";"5064769";"REGISTERED";"Municipio X";"Via";"del Martin Pescatore";"66";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"09:07:10";"20/06/2020";"09:14:34";"444";"17391820";"1004959";"REGISTERED";"Municipio VIII";"Via";"Benedetto Croce";"50";"Roma";"DigitRomaWiFi";"zh"
"20/06/2020";"09:12:55";"20/06/2020";"09:15:34";"159";"242157";"36552";"REGISTERED";"Municipio XIII";"Via";"Aurelia";"470";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"08:59:31";"20/06/2020";"09:17:42";"1091";"174197695";"29851591";"REGISTERED";"Municipio XI";"Via";"Portuense";"579";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"09:15:53";"20/06/2020";"09:22:32";"399";"1478428";"388873";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"09:18:41";"20/06/2020";"09:27:23";"522";"28775397";"1663120";"REGISTERED";"Municipio VIII";"Via";"Ostiense";"106";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"09:22:39";"20/06/2020";"09:31:09";"510";"19191709";"1658149";"REGISTERED";"Municipio I";"Viale";"dell'Uccelliera";"1";"Roma";"DigitRomaWiFi";"it"
"20/06/2020";"09:36:55";"20/06/2020";"09:41:41";"286";"496209";"104502";"REGISTERED";"Municipio X";"Via";"del Martin Pescatore";"66";"Roma";"DigitRomaWiFi";"it"
