"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"12/08/2020";"00:05:21";"12/08/2020";"00:22:18";"1017";"11863111";"2137438";"REGISTERED";"Municipio V";"Viale";"Partenope";"55";"Roma";"DigitRomaWiFi";"it"
"12/08/2020";"00:30:05";"12/08/2020";"00:51:03";"1258";"24416951";"3019132";"REGISTERED_MC";"Municipio I";"Piazza";"del Campidoglio";"1";"Roma";"DigitRomaWiFi";"it"
"12/08/2020";"03:05:30";"12/08/2020";"03:19:35";"845";"12798152";"1779275";"REGISTERED_MC";"Municipio I";"Via";"delle Tre Pile";"1";"Roma";"Musei_Capitolini";"it"
"12/08/2020";"05:18:47";"12/08/2020";"05:18:50";"3";"390531";"47104";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"12/08/2020";"05:58:12";"12/08/2020";"06:20:35";"1343";"945128984";"8941142";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"Biblioteche";"it"
"12/08/2020";"05:47:36";"12/08/2020";"06:31:49";"2653";"805860";"296535";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"12/08/2020";"06:56:47";"12/08/2020";"06:56:48";"1";"398238";"53878";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"12/08/2020";"06:20:56";"12/08/2020";"07:16:37";"3341";"1233004348";"15840545";"REGISTERED";"Municipio IX";"Viale";"della Previdenza Sociale";"20";"Roma";"Biblioteche";"it"
"12/08/2020";"07:26:58";"12/08/2020";"07:26:59";"1";"17676";"11471";"REGISTERED";"Municipio XIII";"Via";"Aurelia";"470";"Roma";"DigitRomaWiFi";"it"
"12/08/2020";"07:28:39";"12/08/2020";"07:31:31";"172";"323921";"130418";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"45";"Roma";"DigitRomaWiFi";"it"
"12/08/2020";"07:13:14";"12/08/2020";"07:31:48";"1114";"4028422";"6228655";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"12/08/2020";"07:34:48";"12/08/2020";"07:41:39";"411";"70516151";"1508242";"REGISTERED";"Municipio XII";"Via";"Fabiola";"14";"Roma";"DigitRomaWiFi";"it"
"12/08/2020";"05:49:52";"12/08/2020";"07:42:19";"6747";"159928128";"9364188";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"it"
"12/08/2020";"07:36:13";"12/08/2020";"07:45:25";"552";"12748398";"11631512";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"12/08/2020";"07:42:36";"12/08/2020";"07:46:10";"214";"2037536";"165355";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"45";"Roma";"DigitRomaWiFi";"it"
"12/08/2020";"07:51:34";"12/08/2020";"07:51:34";"0";"384430";"42502";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"12/08/2020";"07:38:02";"12/08/2020";"07:52:17";"855";"19746026";"1433565";"REGISTERED";"Municipio I";"Via";"del Tempio di Giove";"3";"Roma";"DigitRomaWiFi";"it"
