"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"22/09/2020";"23:34:10";"23/09/2020";"00:06:19";"1929";"280866542";"12883851";"REGISTERED";"Municipio I";"Via";"del Tritone";"142";"Roma";"DigitRomaWiFi";"it"
"22/09/2020";"23:35:12";"23/09/2020";"00:47:33";"4341";"173438468";"23205525";"REGISTERED";"";"";"";"";"";"DigitRomaWiFi";"it"
"23/09/2020";"00:48:21";"23/09/2020";"01:41:01";"3160";"125555131";"11302123";"REGISTERED";"";"";"";"";"";"DigitRomaWiFi";"it"
"23/09/2020";"05:46:39";"23/09/2020";"05:55:08";"509";"4199276";"844739";"REGISTERED";"";"";"";"";"";"DigitRomaWiFi";"it"
"23/09/2020";"06:28:42";"23/09/2020";"06:41:41";"779";"31333437";"3316391";"REGISTERED";"Municipio X";"Piazza";"Capelvenere";"13";"Roma";"DigitRomaWiFi";"pl"
"23/09/2020";"07:16:55";"23/09/2020";"07:32:36";"941";"5309690";"763867";"REGISTERED";"Municipio VII";"Piazza";"di Cinecitta";"11";"Roma";"DigitRomaWiFi";"it"
"23/09/2020";"06:33:26";"23/09/2020";"07:37:08";"3822";"983236";"886696";"REGISTERED";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi";"en"
"23/09/2020";"07:41:38";"23/09/2020";"07:43:58";"140";"482629";"126785";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"23/09/2020";"07:47:21";"23/09/2020";"07:49:28";"127";"436910";"56337";"REGISTERED";"Municipio X";"Via";"del Martin Pescatore";"66";"Roma";"DigitRomaWiFi";"it"
"23/09/2020";"06:35:19";"23/09/2020";"07:51:52";"4593";"1598176";"642163";"REGISTERED";"Municipio I";"Via";"della Consolazione";"4";"Roma";"DigitRomaWiFi";"it"
"23/09/2020";"07:28:00";"23/09/2020";"07:52:22";"1462";"197014983";"2637237";"REGISTERED";"Municipio IX";"Via";"Ignazio  Silone";"100";"Roma";"DigitRomaWiFi";"it"
"23/09/2020";"07:01:03";"23/09/2020";"07:52:27";"3084";"6398724";"1152258";"REGISTERED";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi";"it"
"23/09/2020";"07:46:25";"23/09/2020";"07:54:11";"466";"482551";"180371";"REGISTERED";"Municipio I";"Via";"del Tempio di Giove";"3";"Roma";"DigitRomaWiFi";"it"
