"STARTDATE";"STARTTIME";"ENDDATE";"ENDTIME";"DURATION";"DOWNLOAD";"UPLOAD";"DOMAIN";"MUNICIPIO";"DUG";"DUF";"CIVICO";"LOCALITA";"SERVICEPROFILE";"DTLN"
"24/08/2020";"23:51:07";"25/08/2020";"00:09:39";"1112";"13997451";"994482";"REGISTERED";"Municipio III";"Via";"Flavio Ando";"12";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"02:21:55";"25/08/2020";"02:25:15";"200";"12606584";"727418";"REGISTERED";"Municipio XI";"Via";"Domenico Lupatelli";"2";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"01:35:49";"25/08/2020";"05:35:50";"14401";"19454422";"2114928";"REGISTERED";"Municipio III";"Via";"Flavio Ando";"12";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"04:12:31";"25/08/2020";"05:40:24";"5273";"138425834";"2339335";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"25/08/2020";"05:54:10";"25/08/2020";"05:58:45";"275";"66166292";"737353";"REGISTERED_H24";"Municipio I";"Via";"Trionfale";"45";"Roma";"DigitRomaWiFi_H24";"en"
"25/08/2020";"06:30:31";"25/08/2020";"06:42:14";"703";"27821579";"2499399";"REGISTERED";"Municipio X";"Piazza";"Capelvenere";"13";"Roma";"DigitRomaWiFi";"pl"
"25/08/2020";"06:38:26";"25/08/2020";"06:47:14";"528";"1654045";"186121";"REGISTERED";"Municipio I";"Via";"dei Cerchi";"6";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:15:44";"25/08/2020";"07:18:01";"137";"2494822";"155799";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:02:49";"25/08/2020";"07:19:19";"990";"48966606";"1501362";"REGISTERED";"Municipio VII";"Via";"Tommaso Fortifiocca";"71";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:31:48";"25/08/2020";"07:31:52";"4";"5251";"1619";"REGISTERED";"Municipio I";"Lungotevere";"in Augusta";"11";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:31:46";"25/08/2020";"07:31:56";"10";"398165";"50497";"REGISTERED";"Municipio VII";"Via";"Tommaso Fortifiocca";"71";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:30:08";"25/08/2020";"07:44:58";"890";"4598426";"485317";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:43:06";"25/08/2020";"07:46:59";"233";"9113166";"1528041";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:33:48";"25/08/2020";"07:53:06";"1158";"54860000";"1571493";"REGISTERED";"Municipio VII";"Via";"Tommaso Fortifiocca";"71";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:31:57";"25/08/2020";"07:55:42";"1425";"33717102";"1205243";"REGISTERED";"Municipio I";"Lungotevere";"in Augusta";"11";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"06:55:39";"25/08/2020";"07:56:44";"3665";"113200353";"5846078";"REGISTERED";"Municipio I";"Piazza";"del Campidoglio";"1";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"07:46:27";"25/08/2020";"08:07:54";"1287";"8937971";"881036";"REGISTERED";"Municipio I";"Via";"del Tempio di Giove";"3";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"08:03:06";"25/08/2020";"08:12:16";"550";"16557044";"7789262";"REGISTERED";"Municipio I";"Via";"Luigi Petroselli";"50";"Roma";"DigitRomaWiFi";"it"
"25/08/2020";"08:00:15";"25/08/2020";"08:12:29";"734";"108318537";"3705529";"REGISTERED";"Municipio VIII";"Circonvallazione";"Ostiense";"191";"Roma";"DigitRomaWiFi";"it"
