block_ID,administrative_subdivision,Year,Month,accidents,hotels,wifi,lighting_claims
12167,7.0,2019,11,0.0,,,
12167,7.0,2019,12,0.0,,,
12167,7.0,2020,1,0.0,,,4.0625
12167,7.0,2020,2,0.0,,,2.8125
7803,1.0,2019,1,0.0,,,
7803,1.0,2019,2,0.0,,,
7803,1.0,2019,3,0.0,,,
7803,1.0,2019,5,0.0,,,
7803,1.0,2019,7,0.0,,,
9728,3.0,2019,1,0.0,,,
9728,3.0,2019,3,0.0,,,
9728,3.0,2019,11,0.0,,,
11019,5.0,2019,1,0.0,,,
11019,5.0,2019,2,0.0,,,
11019,5.0,2019,3,0.0,,,
11019,5.0,2019,4,0.0,,,
11019,5.0,2019,5,3.0,,,
11019,5.0,2019,6,0.0,,,
11019,5.0,2019,7,0.0,,,
11019,5.0,2019,8,0.0,,,
11019,5.0,2019,9,0.0,,,
11019,5.0,2019,10,0.0,,,
11019,5.0,2019,11,0.0,,,
11019,5.0,2019,12,0.0,,,
11019,5.0,2020,1,2.0,,,7.8125
11019,5.0,2020,2,0.0,,,5.3125
5770,14.0,2019,1,0.0,,,
5770,14.0,2019,2,0.0,,,
5770,14.0,2019,3,0.0,,,
5770,14.0,2019,4,0.0,,,
5770,14.0,2019,6,0.0,,,
5770,14.0,2019,7,0.0,,,
5770,14.0,2019,8,0.0,,,
5770,14.0,2019,11,0.0,,,
5770,14.0,2019,12,0.0,,,
5770,14.0,2020,1,0.0,,,10.0
5770,14.0,2020,2,0.0,,,0.625
12767,6.0,2019,1,6.0,,,
12767,6.0,2019,2,0.0,,,
12767,6.0,2019,3,0.0,,,
12767,6.0,2019,4,0.0,,,
12767,6.0,2019,5,0.0,,,
12767,6.0,2019,6,0.0,,,
12767,6.0,2019,7,0.0,,,
12767,6.0,2019,8,0.0,,,
12767,6.0,2019,9,0.0,,,
12767,6.0,2019,10,0.0,,,
12767,6.0,2019,11,0.0,,,
12767,6.0,2019,12,0.0,,,
12767,6.0,2020,1,0.0,,,1.875
12767,6.0,2020,2,0.0,,,4.6875
4609,14.0,2019,1,0.0,,,
4609,14.0,2019,4,0.0,,,
4609,14.0,2019,5,0.0,,,
4609,14.0,2019,7,0.0,,,
4609,14.0,2019,9,0.0,,,
4609,14.0,2019,10,0.0,,,
4609,14.0,2019,12,0.0,,,
6216,14.0,2019,1,0.0,,,
6216,14.0,2019,3,0.0,,,
6216,14.0,2019,4,0.0,,,
6216,14.0,2019,5,0.0,,,
6216,14.0,2019,6,0.0,,,
6216,14.0,2019,7,0.0,,,
6216,14.0,2019,8,0.0,,,
6216,14.0,2019,9,0.0,,,
6216,14.0,2019,10,0.0,0.04275112522767985,,
6216,14.0,2019,11,0.0,,,
6216,14.0,2019,12,0.0,,,
6216,14.0,2020,1,0.0,,,10.0
6216,14.0,2020,2,0.0,,,0.625
7665,1.0,2019,1,0.0,,,
7665,1.0,2019,2,0.0,,,
7665,1.0,2019,3,0.0,,,
7665,1.0,2019,5,0.0,,,
7665,1.0,2019,6,0.0,,,
7665,1.0,2019,7,0.0,,,
7665,1.0,2019,8,0.0,,,
7665,1.0,2019,9,0.0,,,
7665,1.0,-1,-1,0.0,,,
7665,1.0,2019,10,0.0,0.7335430747693095,,
7665,1.0,2020,1,0.0,,,8.125
7665,1.0,2020,2,0.0,,,7.1875
8096,1.0,2019,1,0.0,,,
8096,1.0,2019,2,0.0,,,
8096,1.0,2019,3,0.0,,,
8096,1.0,2019,4,0.0,,,
8096,1.0,2019,5,0.0,,,
8096,1.0,2019,6,0.0,,,
8096,1.0,2019,8,0.0,,,
8096,1.0,2019,9,0.0,,,
8096,1.0,2019,10,0.0,0.05343890653459981,,
8096,1.0,2019,11,0.0,,,
8096,1.0,2019,12,0.0,,,
8096,1.0,2020,1,0.0,,,8.125
8096,1.0,2020,2,0.0,,,7.1875
5332,13.0,2019,1,0.0,,,
5332,13.0,2019,2,0.0,,,
5332,13.0,2019,4,0.0,,,
5332,13.0,2019,5,0.0,,,
5332,13.0,2019,7,0.0,,,
5332,13.0,2019,9,0.0,,,
5332,13.0,2019,10,0.0,,,
5332,13.0,2019,11,0.0,,,
5332,13.0,2019,12,0.0,,,
5332,13.0,2020,1,0.0,,,
5332,13.0,2020,2,0.0,,,0.625
7813,1.0,2019,1,0.0,,,
7813,1.0,2019,2,0.0,,,
7813,1.0,2019,3,0.0,,,
7813,1.0,2019,4,0.0,,,
7813,1.0,2019,5,0.0,,,
7813,1.0,2019,6,0.0,,,
7813,1.0,2019,7,0.0,,,
7813,1.0,2019,8,0.0,,,
7813,1.0,2019,9,0.0,,,
7813,1.0,2019,10,0.0,1.4703978564224536,,
7813,1.0,2019,11,0.0,,,
7813,1.0,2019,12,0.0,,,
7813,1.0,2020,1,0.0,,,8.125
7813,1.0,2020,2,0.0,,,7.1875
8535,1.0,2019,1,0.0,,,
8535,1.0,2019,2,0.0,,,
8535,1.0,2019,3,0.0,,,
8535,1.0,2019,4,0.0,,,
8535,1.0,2019,5,0.0,,,
8535,1.0,2019,6,3.0,,,
8535,1.0,2019,7,0.0,,,
8535,1.0,2019,8,0.0,,,
8535,1.0,2019,9,0.0,,,
8535,1.0,2019,10,0.0,0.14451084584004456,,
8535,1.0,2019,11,0.0,,,
8535,1.0,2019,12,0.0,,,
8535,1.0,2020,1,0.0,,,8.125
8535,1.0,2020,2,0.0,,,7.1875
8684,1.0,2019,1,0.0,,,
8684,1.0,2019,2,0.0,,,
8684,1.0,2019,3,0.0,,,
8684,1.0,2019,4,0.0,,,
8684,1.0,2019,5,0.0,,,
8684,1.0,2019,6,0.0,,,
8684,1.0,2019,7,0.0,,,
8684,1.0,2019,8,0.0,,,
8684,1.0,2019,9,0.0,,,
8684,1.0,2019,10,0.0,1.1557857024581897,,
8684,1.0,2019,11,0.0,,,
8684,1.0,2019,12,0.0,,,
8684,1.0,2020,1,0.0,,,8.125
8684,1.0,2020,2,0.0,,,7.1875
7958,1.0,2019,1,0.0,,,
7958,1.0,2019,2,0.0,,,
7958,1.0,2019,3,0.0,,,
7958,1.0,2019,5,0.0,,,
7958,1.0,2019,7,0.0,,,
7958,1.0,2019,8,0.0,,,
7958,1.0,2019,10,0.0,3.466453914588069,,
7958,1.0,2019,11,0.0,,,
7958,1.0,2019,12,0.0,,,
7958,1.0,2020,1,0.0,,,8.125
7958,1.0,2020,2,0.0,,,7.1875
6799,1.0,2019,1,0.0,,,
6799,1.0,2019,2,0.0,,,
6799,1.0,2019,3,0.0,,,
6799,1.0,2019,4,0.0,,,
6799,1.0,2019,5,0.0,,,
6799,1.0,2019,6,0.0,,,
6799,1.0,2019,7,0.0,,,
6799,1.0,2019,8,0.0,,,
6799,1.0,2019,9,0.0,,,
6799,1.0,2019,11,0.0,,,
6799,1.0,2019,12,0.0,,,
6799,1.0,2020,1,0.0,,,8.125
6799,1.0,2020,2,0.0,,,7.1875
9871,3.0,2019,1,0.0,,,
9871,3.0,2019,2,0.0,,,
9871,3.0,2019,3,0.0,,,
9871,3.0,2019,4,0.0,,,
9871,3.0,2019,5,0.0,,,
9871,3.0,2019,6,0.0,,,
9871,3.0,2019,7,0.0,,,
9871,3.0,2019,8,0.0,,,
9871,3.0,2019,9,0.0,,,
9871,3.0,2019,10,0.0,,,
9871,3.0,2019,11,0.0,,,
9871,3.0,2019,12,0.0,,,
9871,3.0,2020,1,0.0,,,1.25
9871,3.0,2020,2,0.0,,,1.5625
6766,9.0,2019,1,0.0,,,
6766,9.0,2019,4,0.0,,,
6766,9.0,2019,10,0.0,,,
6766,9.0,2020,1,0.0,,,6.25
6766,9.0,2020,2,0.0,,,3.4375
7083,1.0,2019,1,0.0,,,
7083,1.0,2019,2,0.0,,,
7083,1.0,2019,3,0.0,,,
7083,1.0,2019,4,0.0,,,
7083,1.0,2019,5,0.0,,,
7083,1.0,2019,6,0.0,,,
7083,1.0,2019,7,0.0,,,
7083,1.0,2019,8,0.0,,,
7083,1.0,2019,9,0.0,,,
7083,1.0,2019,10,0.0,1.8230946395508116,,
7083,1.0,2019,11,0.0,,,
7083,1.0,2019,12,0.0,,,
7083,1.0,2020,1,0.0,,,8.125
7083,1.0,2020,2,0.0,,,7.1875
9005,3.0,2019,1,0.0,,,
9005,3.0,2019,4,0.0,,,
9005,3.0,2019,10,0.0,0.2516897231714109,,
9005,3.0,2019,11,0.0,,,
9005,3.0,2019,12,0.0,,,
9005,3.0,2020,1,0.0,,,1.25
9005,3.0,2020,2,0.0,,,1.5625
4122,10.0,2019,1,0.0,,,
4122,10.0,2019,3,0.0,,,
4122,10.0,2019,5,0.0,,,
4122,10.0,2019,7,0.0,,,
4122,10.0,2019,10,0.0,,,
4122,10.0,2020,1,0.0,,,5.0
4122,10.0,2020,2,0.0,,,5.0
14224,6.0,2019,1,0.0,,,
14224,6.0,2019,2,0.0,,,
14224,6.0,2019,5,0.0,,,
14224,6.0,2019,7,0.0,,,
14224,6.0,2019,8,0.0,,,
14224,6.0,2019,9,0.0,,,
14224,6.0,2019,12,0.0,,,
14224,6.0,2020,1,0.0,,,1.875
14224,6.0,2020,2,0.0,,,4.6875
12471,6.0,2019,1,0.0,,,
12471,6.0,2019,2,0.0,,,
12471,6.0,2019,3,3.0,,,
12471,6.0,2019,4,0.0,,,
12471,6.0,2019,5,0.0,,,
12471,6.0,2019,6,0.0,,,
12471,6.0,2019,7,0.0,,,
12471,6.0,2019,8,0.0,,,
12471,6.0,2019,9,0.0,,,
12471,6.0,2019,10,2.0,,,
12471,6.0,2019,11,0.0,,,
12471,6.0,2019,12,0.0,,,
12471,6.0,2020,1,0.0,,,1.875
12471,6.0,2020,2,0.0,,,4.6875
9854,4.0,2019,1,0.0,,,
9854,4.0,2019,2,0.0,,,
9854,4.0,2019,3,0.0,,,
9854,4.0,2019,4,0.0,,,
9854,4.0,2019,5,2.0,,,
9854,4.0,2019,6,0.0,,,
9854,4.0,2019,7,6.0,,,
9854,4.0,2019,8,0.0,,,
9854,4.0,2019,9,0.0,,,
9854,4.0,2019,10,0.0,0.013848956059670936,,
9854,4.0,2019,11,0.0,,,
9854,4.0,2019,12,0.0,,,
9854,4.0,2020,1,0.0,,,0.9375
9854,4.0,2020,2,0.0,,,0.3125
7373,1.0,2019,1,0.0,,,
7373,1.0,2019,2,0.0,,,
7373,1.0,2019,3,0.0,,,
7373,1.0,2019,4,0.0,,,
7373,1.0,2019,5,0.0,,,
7373,1.0,2019,6,0.0,,,
7373,1.0,2019,7,0.0,,,
7373,1.0,2019,8,0.0,,,
7373,1.0,2019,10,0.0,0.5997200102361849,,
7373,1.0,2019,11,0.0,,,
7373,1.0,2019,12,0.0,,,
7373,1.0,2020,2,0.0,,,7.1875
15992,6.0,2019,1,0.0,,,
15992,6.0,2019,2,0.0,,,
15992,6.0,2019,7,0.0,,,
15992,6.0,2019,9,0.0,,,
15992,6.0,2019,11,0.0,,,
15992,6.0,2020,1,0.0,,,1.875
4123,10.0,2019,1,0.0,,,
4123,10.0,2019,2,0.0,,,
4123,10.0,2019,3,0.0,,,
4123,10.0,2019,5,0.0,,,
4123,10.0,2019,6,0.0,,,
4123,10.0,2019,7,0.0,,,
4123,10.0,2019,8,0.0,,,
4123,10.0,2019,10,0.0,,,
9424,2.0,2019,1,2.0,,,
9424,2.0,2019,2,0.0,,,
9424,2.0,2019,3,0.0,,,
9424,2.0,2019,4,0.0,,,
9424,2.0,2019,7,0.0,,,
9424,2.0,2019,9,0.0,,,
9424,2.0,2019,10,0.0,0.061718173744185686,,
9424,2.0,2019,11,0.0,,,
9424,2.0,2020,1,0.0,,,8.75
9424,2.0,2020,2,0.0,,,1.875
9128,2.0,2019,1,0.0,,,
9128,2.0,2019,2,0.0,,,
9128,2.0,2019,3,0.0,,,
9128,2.0,2019,4,0.0,,,
9128,2.0,2019,5,0.0,,,
9128,2.0,2019,6,0.0,,,
9128,2.0,2019,7,0.0,,,
9128,2.0,2019,8,0.0,,,
9128,2.0,2019,9,0.0,,,
9128,2.0,2019,10,0.0,0.2125513690897322,,
9128,2.0,2019,11,0.0,,,
9128,2.0,2019,12,0.0,,,
9128,2.0,2020,1,0.0,,,8.75
9128,2.0,2020,2,0.0,,,1.875
9271,2.0,2019,1,0.0,,,
9271,2.0,2019,3,0.0,,,
9271,2.0,2019,4,0.0,,,
9271,2.0,2019,5,0.0,,,
9271,2.0,2019,6,0.0,,,
9271,2.0,2019,9,0.0,,,
9271,2.0,2019,10,0.0,,,
9271,2.0,2019,11,0.0,,,
9271,2.0,2019,12,0.0,,,
9271,2.0,2020,1,0.0,,,8.75
9271,2.0,2020,2,0.0,,,1.875
8686,1.0,2019,1,4.0,,,
8686,1.0,2019,2,0.0,,,
8686,1.0,2019,3,0.0,,,
8686,1.0,2019,4,0.0,,,
8686,1.0,2019,5,0.0,,,
8686,1.0,2019,6,0.0,,,
8686,1.0,2019,7,0.0,,,
8686,1.0,2019,8,0.0,,,
8686,1.0,2019,9,0.0,,,
8686,1.0,2019,10,0.0,8.983305986662852,,
8686,1.0,2019,11,0.0,,,
8686,1.0,2019,12,0.0,,,
8686,1.0,2020,1,0.0,,,8.125
8686,1.0,2020,2,0.0,,,7.1875
1045,10.0,2019,1,0.0,,,
1045,10.0,2019,2,0.0,,,
1045,10.0,2019,3,0.0,,,
1045,10.0,2019,4,0.0,,,
1045,10.0,2019,5,0.0,,,
1045,10.0,2019,6,0.0,,,
1045,10.0,2019,8,0.0,,,
1045,10.0,2019,9,0.0,,,
1045,10.0,2019,10,0.0,0.03402026162484382,,
1045,10.0,2019,11,0.0,,,
1045,10.0,2019,12,0.0,,,
1045,10.0,2020,1,0.0,,,5.0
1045,10.0,2020,2,0.0,,,5.0
1046,10.0,2019,1,0.0,,,
1046,10.0,2019,2,0.0,,,
1046,10.0,2019,3,0.0,,,
1046,10.0,2019,4,0.0,,,
1046,10.0,2019,5,0.0,,,
1046,10.0,2019,6,0.0,,,
1046,10.0,2019,7,0.0,,,
1046,10.0,2019,9,0.0,,,
1046,10.0,2019,11,0.0,,,
1046,10.0,2019,12,0.0,,,
1046,10.0,2020,1,0.0,,,5.0
1046,10.0,2020,2,0.0,,,5.0
7528,2.0,2019,1,0.0,,,
7528,2.0,2019,2,0.0,,,
7528,2.0,2019,3,0.0,,,
7528,2.0,2019,4,0.0,,,
7528,2.0,2019,5,0.0,,,
7528,2.0,2019,8,2.0,,,
7528,2.0,2019,10,0.0,0.12102783339103733,,
7528,2.0,2020,1,0.0,,,8.75
9281,2.0,2019,1,0.0,,,
9281,2.0,2019,2,4.0,,,
9281,2.0,2019,3,0.0,,,
9281,2.0,2019,4,0.0,,,
9281,2.0,2019,5,0.0,,,
9281,2.0,2019,6,0.0,,,
9281,2.0,2019,7,0.0,,,
9281,2.0,2019,8,0.0,,,
9281,2.0,2019,9,0.0,,,
9281,2.0,2019,10,0.0,0.01716066294350529,,
9281,2.0,2019,11,0.0,,,
9281,2.0,2019,12,0.0,,,
9281,2.0,2020,1,0.0,,,8.75
9281,2.0,2020,2,0.0,,,1.875
4548,10.0,2019,1,0.0,,,
4548,10.0,2019,6,0.0,,,
4535,10.0,2019,1,0.0,,,
4535,10.0,2019,2,0.0,,,
4535,10.0,2019,5,0.0,,,
4535,10.0,2019,6,0.0,,,
4535,10.0,2019,7,3.0,,,
4535,10.0,2019,8,0.0,,,
4535,10.0,2019,9,0.0,,,
4535,10.0,2019,10,0.0,,,
4535,10.0,2019,11,0.0,,,
4535,10.0,2019,12,0.0,,,
4535,10.0,2020,1,0.0,,,5.0
4535,10.0,2020,2,0.0,,,5.0
6788,13.0,2019,1,0.0,,,
6788,13.0,2019,2,0.0,,,
6788,13.0,2019,3,0.0,,,
6788,13.0,2019,5,1.0,,,
6788,13.0,2019,6,0.0,,,
6788,13.0,2019,7,0.0,,,
6788,13.0,2019,9,0.0,,,
6788,13.0,2019,10,0.0,1.3215215787809909,,
6788,13.0,2019,11,0.0,,,
6788,13.0,2019,12,0.0,,,
6788,13.0,-1,-1,0.0,,,
6788,13.0,2020,2,0.0,,,0.625
5162,11.0,2019,1,0.0,,,
5162,11.0,2019,3,0.0,,,
7807,1.0,2019,1,0.0,,,
7807,1.0,2019,2,0.0,,,
7807,1.0,2019,3,0.0,,,
7807,1.0,2019,4,0.0,,,
7807,1.0,2019,5,0.0,,,
7807,1.0,2019,6,0.0,,,
7807,1.0,2019,7,0.0,,,
7807,1.0,2019,11,0.0,,,
7807,1.0,2019,12,0.0,,,
7807,1.0,2020,1,0.0,,,8.125
7369,12.0,2019,1,0.0,,,
7369,12.0,2019,2,0.0,,,
7369,12.0,2019,3,0.0,,,
7369,12.0,2019,5,0.0,,,
7369,12.0,2019,6,0.0,,,
7369,12.0,2019,7,0.0,,,
7369,12.0,2019,9,0.0,,,
7369,12.0,2019,12,0.0,,,
7369,12.0,2020,1,0.0,,,0.625
7808,1.0,2019,1,0.0,,,
7808,1.0,2019,2,0.0,,,
7808,1.0,2019,3,0.0,,,
7808,1.0,2019,4,0.0,,,
7808,1.0,2019,5,0.0,,,
7808,1.0,2019,6,0.0,,,
7808,1.0,2019,7,0.0,,,
7808,1.0,2019,8,0.0,,,
7808,1.0,2019,9,0.0,,,
7808,1.0,-1,-1,0.0,,,
7808,1.0,2019,10,0.0,0.3909319444235372,,
7808,1.0,2019,11,0.0,,,
7808,1.0,2019,12,0.0,,,
7808,1.0,2020,1,0.0,,,8.125
7808,1.0,2020,2,0.0,,,7.1875
8836,2.0,2019,1,0.0,,,
8836,2.0,2019,2,0.0,,,
8836,2.0,2019,3,0.0,,,
8836,2.0,2019,4,0.0,,,
8836,2.0,2019,5,0.0,,,
8836,2.0,2019,6,0.0,,,
8836,2.0,2019,7,0.0,,,
8836,2.0,2019,8,0.0,,,
8836,2.0,2019,9,5.0,,,
8836,2.0,2019,10,0.0,0.3697069139407807,,
8836,2.0,2019,11,0.0,,,
8836,2.0,2019,12,0.0,,,
8836,2.0,2020,1,0.0,,,8.75
8836,2.0,2020,2,0.0,,,1.875
5470,12.0,2019,1,0.0,,,
5470,12.0,2019,2,0.0,,,
5470,12.0,2019,3,0.0,,,
5470,12.0,2019,4,0.0,,,
5470,12.0,2019,5,0.0,,,
5470,12.0,2019,6,0.0,,,
5470,12.0,2019,7,0.0,,,
5470,12.0,2019,8,0.0,,,
5470,12.0,2019,11,0.0,,,
5470,12.0,2020,1,0.0,,,0.625
7385,15.0,2019,1,0.0,,,
7385,15.0,2019,3,0.0,,,
7385,15.0,2019,4,0.0,,,
7385,15.0,2019,5,0.0,,,
7385,15.0,2019,6,0.0,,,
7385,15.0,2019,9,0.0,,,
7385,15.0,2019,11,0.0,,,
7385,15.0,2020,1,0.0,,,4.375
7385,15.0,2020,2,0.0,,,0.625
7521,1.0,2019,1,0.0,,,
7521,1.0,2019,2,0.0,,,
7521,1.0,2019,3,0.0,,,
7521,1.0,2019,4,0.0,,,
7521,1.0,2019,5,0.0,,,
7521,1.0,2019,6,0.0,,,
7521,1.0,2019,7,0.0,,,
7521,1.0,2019,8,0.0,,,
7521,1.0,2019,9,0.0,,,
7521,1.0,2019,10,0.0,1.9207899926239256,,
7521,1.0,2019,11,3.0,,,
7521,1.0,2019,12,0.0,,,
7521,1.0,2020,1,0.0,,,8.125
7521,1.0,2020,2,0.0,,,7.1875
4749,13.0,2019,1,1.0,,,
4749,13.0,2019,2,0.0,,,
4749,13.0,2019,4,0.0,,,
4749,13.0,2019,6,0.0,,,
4749,13.0,2019,11,0.0,,,
4749,13.0,2019,12,0.0,,,
6206,13.0,2019,1,0.0,,,
6206,13.0,2019,2,0.0,,,
6206,13.0,2019,3,0.0,,,
6206,13.0,2019,4,0.0,,,
6206,13.0,2019,5,0.0,,,
6206,13.0,2019,6,0.0,,,
6206,13.0,2019,7,0.0,,,
6206,13.0,2019,8,0.0,,,
6206,13.0,2019,9,0.0,,,
6206,13.0,2019,10,0.0,0.2884195631557556,,
6206,13.0,2019,11,0.0,,,
6206,13.0,2019,12,0.0,,,
6206,13.0,2020,1,0.0,,,
6206,13.0,2020,2,0.0,,,0.625
4272,10.0,2019,1,0.0,,,
4272,10.0,2019,2,0.0,,,
4272,10.0,2019,3,0.0,,,
4272,10.0,2019,4,0.0,,,
4272,10.0,2019,7,0.0,,,
4272,10.0,2019,9,0.0,,,
4272,10.0,2019,10,0.0,,,
4272,10.0,2019,11,0.0,,,
4272,10.0,2019,12,0.0,,,
4272,10.0,2020,1,0.0,,,5.0
3094,10.0,2019,1,0.0,,,
3094,10.0,2019,2,0.0,,,
3094,10.0,2019,7,0.0,,,
3094,10.0,2019,8,0.0,,,
9117,7.0,2019,1,0.0,,,
9117,7.0,2019,3,0.0,,,
9117,7.0,2019,4,0.0,,,
9117,7.0,2019,5,0.0,,,
9117,7.0,2019,6,0.0,,,
9117,7.0,2019,9,0.0,,,
9117,7.0,2019,10,0.0,0.14752148846171215,,
9117,7.0,2019,12,0.0,,,
9117,7.0,2020,2,0.0,,,2.8125
9121,1.0,2019,1,3.0,,,
9121,1.0,2019,2,0.0,,,
9121,1.0,2019,3,0.0,,,
9121,1.0,2019,4,0.0,,,
