Latitude,Longitude,Year,Month,accidents,Index
41.895,12.685,2019,8,0,0.0
41.895,12.685,2019,9,0,0.0
41.895,12.685,2019,10,0,0.0
41.895,12.685,2019,11,0,0.0
41.895,12.685,2019,12,0,0.0
41.895,12.685,2020,1,3,3.0
41.895,12.685,2020,2,0,0.0
41.955,12.455,2019,1,0,0.0
41.955,12.455,2019,2,0,0.0
41.955,12.455,2019,3,0,0.0
41.955,12.455,2019,4,0,0.0
41.955,12.455,2019,5,0,0.0
41.955,12.455,2019,6,0,0.0
41.955,12.455,2019,7,0,0.0
41.955,12.455,2019,8,0,0.0
41.955,12.455,2019,9,0,0.0
41.955,12.455,2019,10,0,0.0
41.955,12.455,2019,11,0,0.0
41.955,12.455,2019,12,0,0.0
41.955,12.455,2020,1,0,0.0
41.955,12.455,2020,2,0,0.0
41.955,12.565,2019,1,0,0.0
41.955,12.565,2019,2,0,0.0
41.955,12.565,2019,4,0,0.0
41.955,12.565,2019,5,0,0.0
41.955,12.565,2019,9,0,0.0
41.955,12.565,2019,12,0,0.0
41.955,12.565,2020,1,0,0.0
41.955,12.565,2020,2,0,0.0
41.935,12.535,2019,1,0,0.0
41.935,12.535,2019,2,0,0.0
41.935,12.535,2019,3,0,0.0
41.935,12.535,2019,4,0,0.0
41.935,12.535,2019,5,0,0.0
41.935,12.535,2019,6,0,0.0
41.935,12.535,2019,7,0,0.0
41.935,12.535,2019,8,0,0.0
41.935,12.535,2019,9,0,0.0
41.935,12.535,-1,-1,0,0.0
41.935,12.535,2019,10,0,0.0
41.935,12.535,2019,11,0,0.0
41.935,12.535,2019,12,0,0.0
41.935,12.535,2020,1,0,0.0
41.935,12.535,2020,2,0,0.0
41.925,12.445,2019,1,2,2.0
41.925,12.445,2019,2,0,0.0
41.925,12.445,2019,3,0,0.0
41.925,12.445,2019,4,0,0.0
41.925,12.445,2019,5,0,0.0
41.925,12.445,2019,6,0,0.0
41.925,12.445,2019,7,0,0.0
41.925,12.445,2019,8,0,0.0
41.925,12.445,2019,9,0,0.0
41.925,12.445,2019,10,0,0.0
41.925,12.445,2019,11,0,0.0
41.925,12.445,2019,12,0,0.0
41.925,12.445,2020,1,0,0.0
41.925,12.445,2020,2,0,0.0
41.935,12.545,2019,1,0,0.0
41.935,12.545,2019,2,0,0.0
41.935,12.545,2019,3,0,0.0
41.935,12.545,2019,5,0,0.0
41.935,12.545,2019,6,2,2.0
41.935,12.545,2019,8,0,0.0
41.935,12.545,2019,9,0,0.0
41.935,12.545,2019,11,0,0.0
41.935,12.545,2019,12,0,0.0
41.935,12.545,2020,2,0,0.0
41.925,12.425,2019,1,0,0.0
41.925,12.425,2019,2,0,0.0
41.925,12.425,2019,3,0,0.0
41.925,12.425,2019,4,0,0.0
41.925,12.425,2019,5,0,0.0
41.925,12.425,2019,6,0,0.0
41.925,12.425,2019,7,0,0.0
41.925,12.425,2019,8,0,0.0
41.925,12.425,2019,9,0,0.0
41.925,12.425,2019,10,0,0.0
41.925,12.425,2019,11,0,0.0
41.925,12.425,2019,12,0,0.0
41.925,12.425,2020,1,0,0.0
41.925,12.425,2020,2,1,1.0
41.955,12.385,2019,1,0,0.0
41.955,12.385,2019,2,0,0.0
41.955,12.385,2019,3,0,0.0
41.955,12.385,2019,6,0,0.0
41.955,12.385,2019,8,0,0.0
41.955,12.385,2019,9,0,0.0
41.955,12.385,2019,10,0,0.0
41.955,12.385,2019,11,0,0.0
41.955,12.385,2020,2,0,0.0
41.725,12.365,2019,1,0,0.0
41.725,12.365,2019,5,0,0.0
41.725,12.365,2019,9,0,0.0
41.725,12.365,2019,11,0,0.0
41.725,12.365,2020,1,0,0.0
41.735,12.275,2019,1,0,0.0
41.735,12.275,2019,2,0,0.0
41.735,12.275,2019,3,0,0.0
41.735,12.275,2019,4,0,0.0
41.735,12.275,2019,5,0,0.0
41.735,12.275,2019,6,0,0.0
41.735,12.275,2019,7,0,0.0
41.735,12.275,2019,8,0,0.0
41.735,12.275,2019,9,0,0.0
41.735,12.275,2019,10,0,0.0
41.735,12.275,2019,11,0,0.0
41.735,12.275,2019,12,1,1.0
41.735,12.275,2020,1,0,0.0
41.735,12.275,2020,2,1,1.0
41.745,12.345,2019,1,0,0.0
41.745,12.345,2019,3,0,0.0
41.745,12.345,2019,4,0,0.0
41.745,12.345,2019,6,0,0.0
41.745,12.345,-1,-1,0,0.0
41.745,12.345,2019,9,0,0.0
41.745,12.345,2019,10,0,0.0
41.745,12.345,2019,11,0,0.0
41.745,12.345,2019,12,0,0.0
41.865,12.545,2019,1,0,0.0
41.865,12.545,2019,2,0,0.0
41.865,12.545,2019,3,0,0.0
41.865,12.545,2019,4,0,0.0
41.865,12.545,2019,5,0,0.0
41.865,12.545,2019,6,0,0.0
41.865,12.545,2019,7,0,0.0
41.865,12.545,2019,8,0,0.0
41.865,12.545,2019,9,0,0.0
41.865,12.545,2019,10,0,0.0
41.865,12.545,2019,11,0,0.0
41.865,12.545,2019,12,0,0.0
41.865,12.545,2020,1,0,0.0
41.865,12.545,2020,2,0,0.0
41.755,12.325,2019,1,0,0.0
41.755,12.325,2019,2,0,0.0
41.755,12.325,2019,3,0,0.0
41.755,12.325,2019,4,0,0.0
41.755,12.325,2019,5,0,0.0
41.755,12.325,2019,6,0,0.0
41.755,12.325,2019,8,0,0.0
41.755,12.325,2019,10,0,0.0
41.755,12.325,2019,11,0,0.0
41.755,12.325,2020,1,0,0.0
41.755,12.325,2020,2,0,0.0
41.895,12.545,2019,1,0,0.0
41.895,12.545,2019,2,0,0.0
41.895,12.545,2019,3,0,0.0
41.895,12.545,2019,4,0,0.0
41.895,12.545,2019,5,0,0.0
41.895,12.545,2019,6,0,0.0
41.895,12.545,2019,7,0,0.0
41.895,12.545,2019,8,0,0.0
41.895,12.545,2019,9,0,0.0
41.895,12.545,2019,10,0,0.0
41.895,12.545,2019,11,0,0.0
41.895,12.545,2019,12,0,0.0
41.895,12.545,2020,1,0,0.0
41.895,12.545,2020,2,0,0.0
41.805,12.445,2019,1,0,0.0
41.805,12.445,2019,2,0,0.0
41.805,12.445,2019,3,0,0.0
41.805,12.445,2019,4,0,0.0
41.805,12.445,2019,5,0,0.0
41.805,12.445,-1,-1,0,0.0
41.805,12.445,2019,6,0,0.0
41.805,12.445,2019,7,0,0.0
41.805,12.445,2019,8,0,0.0
41.805,12.445,2019,9,0,0.0
41.805,12.445,2019,10,0,0.0
41.805,12.445,2019,11,0,0.0
41.805,12.445,2019,12,0,0.0
41.805,12.445,2020,1,0,0.0
41.805,12.445,2020,2,0,0.0
41.785,12.445,2019,1,0,0.0
41.785,12.445,2019,2,1,1.0
41.785,12.445,2019,3,0,0.0
41.785,12.445,2019,4,0,0.0
41.785,12.445,2019,6,0,0.0
41.785,12.445,2019,7,0,0.0
41.785,12.445,2019,8,0,0.0
41.785,12.445,2019,9,0,0.0
41.785,12.445,2019,10,0,0.0
41.785,12.445,2019,11,0,0.0
41.785,12.445,2019,12,0,0.0
41.785,12.445,2020,1,0,0.0
41.785,12.445,2020,2,0,0.0
41.875,12.595,2019,1,1,1.0
41.875,12.595,2019,2,0,0.0
41.875,12.595,2019,3,0,0.0
41.875,12.595,2019,4,0,0.0
41.875,12.595,2019,5,0,0.0
41.875,12.595,2019,6,0,0.0
41.875,12.595,2019,7,0,0.0
41.875,12.595,2019,8,0,0.0
41.875,12.595,2019,9,0,0.0
41.875,12.595,2019,10,0,0.0
41.875,12.595,2019,11,0,0.0
41.875,12.595,2019,12,0,0.0
41.875,12.595,2020,1,0,0.0
41.875,12.595,2020,2,0,0.0
41.905,12.695,2019,1,0,0.0
41.905,12.695,2019,2,0,0.0
41.905,12.695,2019,3,0,0.0
41.905,12.695,2019,4,0,0.0
41.905,12.695,2019,5,0,0.0
41.905,12.695,2019,6,0,0.0
41.905,12.695,2019,7,0,0.0
41.905,12.695,2019,8,0,0.0
41.905,12.695,2019,10,0,0.0
41.905,12.695,2019,11,0,0.0
41.905,12.695,2019,12,0,0.0
41.905,12.695,2020,1,0,0.0
41.905,12.695,2020,2,1,1.0
41.795,12.435,2019,1,0,0.0
41.795,12.435,2019,2,0,0.0
41.795,12.435,2019,4,0,0.0
41.795,12.435,2019,5,0,0.0
41.795,12.435,2019,6,0,0.0
41.795,12.435,2019,7,0,0.0
41.795,12.435,2019,9,0,0.0
41.795,12.435,2019,10,0,0.0
41.795,12.435,2019,11,0,0.0
41.795,12.435,2019,12,0,0.0
41.795,12.435,2020,1,0,0.0
41.845,12.685,2019,1,0,0.0
41.845,12.685,2019,3,0,0.0
41.845,12.685,2019,4,0,0.0
41.845,12.685,2019,5,0,0.0
41.845,12.685,2019,6,0,0.0
41.845,12.685,2019,7,0,0.0
41.845,12.685,2019,12,3,3.0
41.895,12.555,2019,1,0,0.0
41.895,12.555,2019,2,0,0.0
41.895,12.555,2019,3,0,0.0
41.895,12.555,2019,4,1,1.0
41.895,12.555,2019,5,0,0.0
41.895,12.555,2019,6,0,0.0
41.895,12.555,2019,7,0,0.0
41.895,12.555,2019,8,0,0.0
41.895,12.555,2019,9,0,0.0
41.895,12.555,2019,10,0,0.0
41.895,12.555,2019,11,0,0.0
41.895,12.555,2019,12,0,0.0
41.895,12.555,2020,1,2,2.0
41.895,12.555,2020,2,0,0.0
41.975,12.425,2019,1,0,0.0
41.975,12.425,2019,2,0,0.0
41.975,12.425,2019,3,0,0.0
41.975,12.425,2019,4,0,0.0
41.975,12.425,2019,5,0,0.0
41.975,12.425,2019,6,0,0.0
41.975,12.425,2019,8,0,0.0
41.975,12.425,2019,9,0,0.0
41.975,12.425,2019,10,0,0.0
41.975,12.425,2019,11,0,0.0
41.975,12.425,2019,12,0,0.0
41.975,12.425,2020,2,0,0.0
41.915,12.555,2019,1,0,0.0
41.915,12.555,2019,2,0,0.0
41.915,12.555,2019,3,0,0.0
41.915,12.555,2019,4,0,0.0
41.915,12.555,2019,5,0,0.0
41.915,12.555,2019,6,0,0.0
41.915,12.555,2019,7,0,0.0
41.915,12.555,2019,8,0,0.0
41.915,12.555,2019,9,0,0.0
41.915,12.555,2019,10,0,0.0
41.915,12.555,2019,11,0,0.0
41.915,12.555,2019,12,0,0.0
41.915,12.555,-1,-1,0,0.0
41.915,12.555,2020,1,1,1.0
41.915,12.555,2020,2,0,0.0
41.915,12.475,2019,1,3,3.0
41.915,12.475,2019,2,0,0.0
41.915,12.475,2019,3,0,0.0
41.915,12.475,2019,4,0,0.0
41.915,12.475,2019,5,0,0.0
41.915,12.475,2019,6,0,0.0
41.915,12.475,2019,7,0,0.0
41.915,12.475,2019,8,0,0.0
41.915,12.475,-1,-1,0,0.0
41.915,12.475,2019,9,0,0.0
41.915,12.475,2019,10,0,0.0
41.915,12.475,2019,11,0,0.0
41.915,12.475,2019,12,0,0.0
41.915,12.475,2020,1,0,0.0
41.915,12.475,2020,2,0,0.0
41.935,12.515,2019,1,2,2.0
41.935,12.515,2019,2,0,0.0
41.935,12.515,2019,3,0,0.0
41.935,12.515,2019,4,0,0.0
41.935,12.515,2019,5,0,0.0
41.935,12.515,2019,6,0,0.0
41.935,12.515,2019,7,0,0.0
41.935,12.515,2019,8,0,0.0
41.935,12.515,2019,9,0,0.0
41.935,12.515,2019,10,0,0.0
41.935,12.515,2019,11,1,1.0
41.935,12.515,2019,12,0,0.0
41.935,12.515,2020,1,0,0.0
41.935,12.515,2020,2,0,0.0
41.765,12.385,2019,1,0,0.0
41.765,12.385,2019,2,0,0.0
41.765,12.385,2019,8,0,0.0
41.765,12.385,2019,11,0,0.0
41.805,12.585,2019,1,0,0.0
41.805,12.585,2019,6,0,0.0
41.805,12.585,2019,7,0,0.0
41.805,12.585,2019,12,0,0.0
41.805,12.585,2020,1,1,1.0
41.845,12.625,2019,1,0,0.0
41.845,12.625,2019,2,0,0.0
41.845,12.625,2019,3,0,0.0
41.845,12.625,2019,4,0,0.0
41.845,12.625,2019,5,0,0.0
41.845,12.625,2019,6,0,0.0
41.845,12.625,2019,7,0,0.0
41.845,12.625,2019,8,0,0.0
41.845,12.625,2019,9,2,2.0
41.845,12.625,2019,10,0,0.0
41.845,12.625,2019,11,0,0.0
41.845,12.625,2019,12,0,0.0
41.845,12.625,2020,1,0,0.0
41.845,12.625,2020,2,0,0.0
41.835,12.575,2019,1,0,0.0
41.835,12.575,2019,2,0,0.0
41.835,12.575,2019,3,0,0.0
41.835,12.575,2019,4,0,0.0
41.835,12.575,2019,5,0,0.0
41.835,12.575,2019,6,0,0.0
41.835,12.575,2019,7,0,0.0
41.835,12.575,2019,8,0,0.0
41.835,12.575,2019,10,0,0.0
41.835,12.575,2019,11,0,0.0
41.835,12.575,2019,12,0,0.0
41.835,12.575,2020,1,0,0.0
41.835,12.575,2020,2,0,0.0
41.855,12.495,2019,1,0,0.0
41.855,12.495,2019,2,0,0.0
41.855,12.495,2019,3,0,0.0
41.855,12.495,2019,4,0,0.0
41.855,12.495,2019,5,1,1.0
41.855,12.495,2019,6,0,0.0
41.855,12.495,2019,7,0,0.0
41.855,12.495,2019,8,0,0.0
41.855,12.495,2019,9,0,0.0
41.855,12.495,2019,10,4,4.0
41.855,12.495,2019,11,0,0.0
41.855,12.495,2019,12,0,0.0
41.855,12.495,2020,1,0,0.0
41.855,12.495,2020,2,0,0.0
41.865,12.515,2019,1,0,0.0
41.865,12.515,2019,2,0,0.0
41.865,12.515,2019,3,0,0.0
41.865,12.515,2019,4,0,0.0
41.865,12.515,2019,5,0,0.0
41.865,12.515,2019,6,0,0.0
41.865,12.515,2019,8,0,0.0
41.865,12.515,2019,9,0,0.0
41.865,12.515,2019,10,0,0.0
41.865,12.515,2019,11,0,0.0
41.865,12.515,2020,1,0,0.0
41.865,12.515,2020,2,0,0.0
41.815,12.615,2019,1,0,0.0
41.815,12.615,2019,2,0,0.0
41.815,12.615,2019,4,0,0.0
41.815,12.615,2019,5,0,0.0
41.815,12.615,2019,6,0,0.0
41.815,12.615,2019,7,0,0.0
41.815,12.615,2019,8,0,0.0
41.815,12.615,-1,-1,0,0.0
41.815,12.615,2019,10,0,0.0
41.815,12.615,2019,11,1,1.0
41.815,12.615,2019,12,0,0.0
41.815,12.615,2020,1,0,0.0
41.815,12.615,2020,2,0,0.0
41.775,12.335,2019,1,2,2.0
41.775,12.335,2019,2,0,0.0
41.775,12.335,2019,3,0,0.0
41.775,12.335,2019,4,0,0.0
41.775,12.335,-1,-1,0,0.0
41.775,12.335,2019,5,0,0.0
41.775,12.335,2019,6,0,0.0
41.775,12.335,2019,7,0,0.0
41.775,12.335,2019,9,0,0.0
41.775,12.335,2019,11,0,0.0
41.775,12.335,2019,12,0,0.0
41.775,12.335,2020,1,0,0.0
41.775,12.335,2020,2,0,0.0
41.725,12.285,2019,1,0,0.0
41.725,12.285,2019,3,0,0.0
41.725,12.285,2019,4,0,0.0
41.725,12.285,2019,5,0,0.0
41.725,12.285,2019,6,0,0.0
41.725,12.285,-1,-1,0,0.0
41.725,12.285,2019,7,0,0.0
41.725,12.285,2019,8,0,0.0
41.725,12.285,2019,9,0,0.0
41.725,12.285,2019,10,0,0.0
41.725,12.285,2019,11,3,3.0
41.725,12.285,2019,12,0,0.0
41.725,12.285,2020,1,0,0.0
41.725,12.285,2020,2,0,0.0
41.845,12.425,2019,1,0,0.0
41.845,12.425,2019,2,0,0.0
41.845,12.425,2019,3,0,0.0
41.845,12.425,2019,4,0,0.0
41.845,12.425,2019,5,0,0.0
41.845,12.425,2019,7,0,0.0
41.845,12.425,2019,8,0,0.0
41.845,12.425,2019,9,0,0.0
41.845,12.425,2019,10,0,0.0
41.845,12.425,2019,11,0,0.0
41.845,12.425,2020,2,0,0.0
41.845,12.555,2019,1,0,0.0
41.845,12.555,2019,2,0,0.0
41.845,12.555,2019,4,0,0.0
41.845,12.555,2019,6,0,0.0
41.845,12.555,2019,7,0,0.0
41.845,12.555,2019,8,0,0.0
41.845,12.555,2019,9,0,0.0
41.845,12.555,2019,10,0,0.0
41.845,12.555,2019,12,0,0.0
41.845,12.555,2020,1,0,0.0
41.845,12.555,2020,2,0,0.0
41.825,12.515,2019,1,0,0.0
41.825,12.515,2019,2,0,0.0
41.825,12.515,2019,3,0,0.0
41.825,12.515,2019,4,0,0.0
41.825,12.515,2019,5,0,0.0
41.825,12.515,2019,6,0,0.0
41.825,12.515,2019,7,0,0.0
41.825,12.515,2019,9,0,0.0
41.825,12.515,2019,10,0,0.0
41.825,12.515,2019,11,0,0.0
41.825,12.515,2019,12,0,0.0
41.825,12.515,2020,1,0,0.0
41.825,12.515,2020,2,0,0.0
41.835,12.385,2019,1,0,0.0
41.935,12.625,2019,1,0,0.0
41.935,12.625,2019,2,0,0.0
41.935,12.625,2019,3,0,0.0
41.935,12.625,2019,4,0,0.0
41.935,12.625,2019,5,0,0.0
41.935,12.625,2019,6,0,0.0
41.935,12.625,2019,7,0,0.0
41.935,12.625,2019,8,0,0.0
41.935,12.625,2019,9,0,0.0
41.935,12.625,2019,10,0,0.0
41.935,12.625,2019,11,2,2.0
41.935,12.625,2019,12,0,0.0
41.935,12.625,2020,1,0,0.0
42.015,12.375,2019,1,0,0.0
42.015,12.375,2019,2,0,0.0
42.015,12.375,2019,3,0,0.0
42.015,12.375,2019,4,0,0.0
42.015,12.375,2019,5,0,0.0
42.015,12.375,2019,6,0,0.0
42.015,12.375,2019,7,0,0.0
42.015,12.375,2019,8,0,0.0
42.015,12.375,2019,10,0,0.0
42.015,12.375,2019,11,0,0.0
42.015,12.375,2019,12,0,0.0
42.015,12.375,2020,1,0,0.0
42.015,12.375,2020,2,0,0.0
41.865,12.555,2019,1,0,0.0
41.865,12.555,2019,2,0,0.0
41.865,12.555,2019,3,0,0.0
41.865,12.555,2019,4,0,0.0
41.865,12.555,2019,5,0,0.0
41.865,12.555,2019,6,0,0.0
41.865,12.555,2019,7,0,0.0
41.865,12.555,2019,8,0,0.0
41.865,12.555,2019,9,0,0.0
41.865,12.555,2019,10,0,0.0
41.865,12.555,2019,11,0,0.0
41.865,12.555,2019,12,0,0.0
41.865,12.555,2020,1,0,0.0
41.865,12.555,2020,2,0,0.0
41.855,12.475,2019,1,0,0.0
41.855,12.475,2019,2,0,0.0
41.855,12.475,2019,3,4,4.0
41.855,12.475,2019,4,0,0.0
41.855,12.475,2019,5,0,0.0
41.855,12.475,2019,6,0,0.0
41.855,12.475,2019,7,0,0.0
41.855,12.475,2019,8,0,0.0
41.855,12.475,2019,9,0,0.0
41.855,12.475,2019,10,0,0.0
41.855,12.475,2019,11,0,0.0
41.855,12.475,-1,-1,0,0.0
41.855,12.475,2019,12,0,0.0
41.855,12.475,2020,1,0,0.0
41.855,12.475,2020,2,1,1.0
41.865,12.455,2019,1,0,0.0
41.865,12.455,2019,2,0,0.0
41.865,12.455,2019,3,0,0.0
41.865,12.455,2019,4,0,0.0
41.865,12.455,2019,5,0,0.0
41.865,12.455,2019,6,0,0.0
41.865,12.455,2019,7,0,0.0
41.865,12.455,2019,8,0,0.0
41.865,12.455,2019,9,0,0.0
41.865,12.455,2019,10,0,0.0
41.865,12.455,2019,11,0,0.0
41.865,12.455,2019,12,0,0.0
41.865,12.455,2020,1,0,0.0
41.865,12.455,2020,2,0,0.0
41.865,12.615,2019,1,0,0.0
41.865,12.615,2019,2,0,0.0
41.865,12.615,2019,3,2,2.0
41.865,12.615,2019,4,0,0.0
41.865,12.615,2019,5,0,0.0
41.865,12.615,2019,6,0,0.0
41.865,12.615,2019,7,0,0.0
41.865,12.615,2019,8,0,0.0
41.865,12.615,2019,9,0,0.0
41.865,12.615,2019,10,1,1.0
41.865,12.615,2019,11,0,0.0
41.865,12.615,2019,12,0,0.0
41.865,12.615,2020,1,0,0.0
41.865,12.615,2020,2,0,0.0
41.915,12.615,2019,1,0,0.0
41.915,12.615,2019,2,0,0.0
41.915,12.615,2019,3,0,0.0
41.915,12.615,2019,4,7,7.0
41.915,12.615,2019,6,0,0.0
41.915,12.615,2019,8,0,0.0
41.915,12.615,2019,10,0,0.0
41.915,12.615,2019,11,0,0.0
41.915,12.615,2019,12,0,0.0
41.915,12.615,2020,2,0,0.0
41.765,12.495,2019,1,0,0.0
41.765,12.495,2019,7,0,0.0
41.765,12.495,2019,9,0,0.0
41.765,12.495,2019,11,0,0.0
41.765,12.495,2019,12,0,0.0
41.765,12.495,2020,1,0,0.0
41.915,12.485,2019,1,0,0.0
41.915,12.485,2019,2,0,0.0
41.915,12.485,2019,3,0,0.0
41.915,12.485,2019,4,0,0.0
41.915,12.485,2019,5,0,0.0
41.915,12.485,2019,6,0,0.0
41.915,12.485,2019,7,0,0.0
41.915,12.485,2019,8,0,0.0
41.915,12.485,2019,9,0,0.0
41.915,12.485,2019,10,0,0.0
41.915,12.485,2019,11,0,0.0
41.915,12.485,2019,12,0,0.0
41.915,12.485,2020,1,0,0.0
41.915,12.485,2020,2,0,0.0
41.945,12.535,2019,1,0,0.0
41.945,12.535,2019,2,0,0.0
41.945,12.535,2019,3,0,0.0
41.945,12.535,2019,4,0,0.0
41.945,12.535,2019,5,0,0.0
41.945,12.535,2019,6,0,0.0
41.945,12.535,2019,7,0,0.0
41.945,12.535,2019,8,0,0.0
41.945,12.535,2019,9,0,0.0
41.945,12.535,2019,10,0,0.0
41.945,12.535,2019,11,0,0.0
41.945,12.535,2019,12,0,0.0
41.945,12.535,2020,1,0,0.0
41.945,12.535,2020,2,0,0.0
41.855,12.615,2019,1,0,0.0
41.855,12.615,2019,2,0,0.0
41.855,12.615,2019,3,0,0.0
41.855,12.615,2019,4,0,0.0
41.855,12.615,2019,5,1,1.0
41.855,12.615,2019,6,0,0.0
41.855,12.615,2019,7,0,0.0
41.855,12.615,2019,9,0,0.0
41.855,12.615,2019,10,0,0.0
41.855,12.615,2019,11,0,0.0
41.855,12.615,2019,12,0,0.0
41.855,12.615,2020,1,0,0.0
41.855,12.615,2020,2,0,0.0
41.875,12.695,2019,1,0,0.0
41.875,12.695,2019,2,0,0.0
41.875,12.695,2019,3,0,0.0
41.875,12.695,2019,4,0,0.0
41.875,12.695,2019,5,0,0.0
41.875,12.695,2019,6,0,0.0
41.875,12.695,2019,7,0,0.0
41.875,12.695,2019,8,0,0.0
41.875,12.695,2019,9,0,0.0
41.875,12.695,2019,10,0,0.0
41.875,12.695,2019,12,0,0.0
41.875,12.695,2020,1,0,0.0
41.875,12.695,2020,2,0,0.0
41.895,12.615,2019,1,0,0.0
41.895,12.615,2019,2,0,0.0
41.895,12.615,2019,3,1,1.0
41.895,12.615,2019,4,0,0.0
41.895,12.615,2019,5,0,0.0
41.895,12.615,2019,6,0,0.0
41.895,12.615,2019,7,0,0.0
41.895,12.615,2019,8,0,0.0
41.895,12.615,2019,9,7,7.0
41.895,12.615,2019,10,0,0.0
41.895,12.615,2019,11,4,4.0
41.895,12.615,2019,12,0,0.0
41.895,12.615,2020,1,0,0.0
41.895,12.615,2020,2,0,0.0
41.905,12.395,2019,1,0,0.0
41.905,12.395,2019,2,0,0.0
41.905,12.395,2019,3,0,0.0
41.905,12.395,2019,4,0,0.0
41.905,12.395,2019,5,0,0.0
41.905,12.395,2019,6,0,0.0
41.905,12.395,2019,7,0,0.0
41.905,12.395,2019,9,0,0.0
41.905,12.395,2019,10,0,0.0
41.905,12.395,2019,11,0,0.0
41.905,12.395,2019,12,0,0.0
41.905,12.395,2020,1,0,0.0
41.905,12.395,2020,2,0,0.0
41.925,12.535,2019,1,0,0.0
41.925,12.535,2019,2,0,0.0
41.925,12.535,2019,3,0,0.0
41.925,12.535,2019,4,0,0.0
41.925,12.535,2019,5,0,0.0
41.925,12.535,2019,6,0,0.0
41.925,12.535,2019,7,0,0.0
41.925,12.535,2019,8,0,0.0
41.925,12.535,2019,9,0,0.0
41.925,12.535,2019,10,0,0.0
41.925,12.535,2019,11,0,0.0
41.925,12.535,2019,12,0,0.0
41.925,12.535,2020,1,0,0.0
41.925,12.535,2020,2,0,0.0
41.895,12.465,2019,1,0,0.0
41.895,12.465,2019,2,0,0.0
41.895,12.465,2019,3,0,0.0
41.895,12.465,2019,4,0,0.0
41.895,12.465,2019,5,0,0.0
41.895,12.465,2019,6,0,0.0
41.895,12.465,2019,7,0,0.0
41.895,12.465,2019,8,0,0.0
41.895,12.465,-1,-1,0,0.0
41.895,12.465,2019,9,0,0.0
41.895,12.465,2019,10,0,0.0
41.895,12.465,2019,11,0,0.0
41.895,12.465,2019,12,0,0.0
41.895,12.465,2020,1,0,0.0
41.895,12.465,2020,2,0,0.0
41.795,12.455,2019,1,1,1.0
41.795,12.455,2019,2,0,0.0
41.795,12.455,2019,3,0,0.0
41.795,12.455,2019,4,0,0.0
41.795,12.455,2019,5,0,0.0
41.795,12.455,2019,6,0,0.0
41.795,12.455,2019,7,0,0.0
41.795,12.455,2019,8,0,0.0
41.795,12.455,2019,9,0,0.0
41.795,12.455,2019,10,0,0.0
41.795,12.455,2019,11,0,0.0
41.795,12.455,2019,12,10,10.0
41.795,12.455,2020,1,7,7.0
41.795,12.455,2020,2,10,10.0
41.875,12.445,2019,1,0,0.0
41.875,12.445,2019,2,0,0.0
41.875,12.445,2019,3,0,0.0
41.875,12.445,2019,4,3,3.0
41.875,12.445,2019,5,0,0.0
41.875,12.445,2019,6,0,0.0
41.875,12.445,2019,7,0,0.0
41.875,12.445,2019,8,0,0.0
41.875,12.445,2019,9,0,0.0
41.875,12.445,2019,10,0,0.0
41.875,12.445,2019,11,0,0.0
41.875,12.445,2019,12,0,0.0
41.875,12.445,2020,1,0,0.0
41.875,12.445,2020,2,0,0.0
41.895,12.595,2019,1,0,0.0
41.895,12.595,2019,2,0,0.0
41.895,12.595,2019,3,0,0.0
41.895,12.595,-1,-1,0,0.0
41.895,12.595,2019,4,0,0.0
41.895,12.595,2019,5,0,0.0
41.895,12.595,2019,6,0,0.0
41.895,12.595,2019,7,0,0.0
41.895,12.595,2019,8,0,0.0
41.895,12.595,2019,9,0,0.0
41.895,12.595,2019,11,0,0.0
41.895,12.595,2019,12,0,0.0
41.895,12.595,2020,1,0,0.0
41.895,12.595,2020,2,0,0.0
41.915,12.405,2019,1,0,0.0
41.915,12.405,2019,2,0,0.0
41.915,12.405,2019,3,0,0.0
41.915,12.405,2019,4,0,0.0
41.915,12.405,2019,5,0,0.0
41.915,12.405,2019,6,0,0.0
41.915,12.405,2019,7,0,0.0
41.915,12.405,2019,8,0,0.0
41.915,12.405,2019,9,0,0.0
41.915,12.405,2019,10,0,0.0
41.915,12.405,2019,11,0,0.0
41.915,12.405,2019,12,0,0.0
41.915,12.405,2020,1,0,0.0
41.915,12.405,2020,2,1,1.0
41.955,12.575,2019,1,0,0.0
41.955,12.575,2019,2,1,1.0
41.955,12.575,2019,3,0,0.0
41.955,12.575,2019,4,0,0.0
41.955,12.575,2019,5,0,0.0
41.955,12.575,2019,6,0,0.0
41.955,12.575,2019,7,0,0.0
41.955,12.575,2019,8,0,0.0
41.955,12.575,2019,9,0,0.0
41.955,12.575,2019,10,0,0.0
41.955,12.575,2019,11,0,0.0
41.955,12.575,2019,12,8,8.0
41.955,12.575,2020,1,1,1.0
41.955,12.575,2020,2,0,0.0
41.945,12.545,2019,1,0,0.0
41.945,12.545,2019,2,0,0.0
41.945,12.545,2019,3,0,0.0
41.945,12.545,2019,4,0,0.0
41.945,12.545,2019,5,0,0.0
41.945,12.545,2019,6,0,0.0
41.945,12.545,2019,7,0,0.0
41.945,12.545,2019,8,0,0.0
41.945,12.545,2019,9,0,0.0
41.945,12.545,2019,10,0,0.0
41.945,12.545,2019,11,0,0.0
41.945,12.545,2019,12,0,0.0
41.945,12.545,2020,1,0,0.0
41.945,12.545,2020,2,0,0.0
41.945,12.545,-1,-1,0,0.0
41.915,12.495,2019,1,2,2.0
41.915,12.495,2019,2,1,1.0
