Latitude,Longitude,Year,Month,accidents,Index
41.865,12.665,2019,6,0,0.0
41.865,12.665,2019,7,0,0.0
41.865,12.665,2019,8,0,0.0
41.865,12.665,2019,9,0,0.0
41.865,12.665,2019,10,0,0.0
41.865,12.665,2019,11,0,0.0
41.865,12.665,2019,12,0,0.0
41.865,12.665,2020,1,0,0.0
41.865,12.665,2020,2,0,0.0
41.875,12.565,2019,1,0,0.0
41.875,12.565,2019,2,0,0.0
41.875,12.565,2019,3,0,0.0
41.875,12.565,2019,4,0,0.0
41.875,12.565,2019,5,0,0.0
41.875,12.565,2019,6,0,0.0
41.875,12.565,2019,7,0,0.0
41.875,12.565,2019,8,0,0.0
41.875,12.565,2019,9,0,0.0
41.875,12.565,2019,10,1,1.0
41.875,12.565,2019,11,0,0.0
41.875,12.565,2019,12,0,0.0
41.875,12.565,2020,1,0,0.0
41.875,12.565,2020,2,0,0.0
41.835,12.425,2019,1,0,0.0
41.835,12.425,2019,2,0,0.0
41.835,12.425,2019,3,0,0.0
41.835,12.425,2019,4,0,0.0
41.835,12.425,2019,8,0,0.0
41.835,12.425,2019,9,0,0.0
41.835,12.425,2019,10,0,0.0
41.835,12.425,2019,11,0,0.0
41.835,12.425,2019,12,0,0.0
41.835,12.425,2020,1,0,0.0
41.835,12.425,2020,2,0,0.0
41.995,12.455,2019,1,0,0.0
41.995,12.455,2019,2,1,1.0
41.995,12.455,2019,6,0,0.0
41.995,12.455,2019,7,0,0.0
41.995,12.455,2019,8,0,0.0
41.995,12.455,2019,9,0,0.0
41.995,12.455,2019,10,0,0.0
41.995,12.455,2019,11,0,0.0
41.995,12.455,2020,1,0,0.0
41.885,12.595,2019,1,1,1.0
41.885,12.595,2019,2,0,0.0
41.885,12.595,2019,3,0,0.0
41.885,12.595,2019,4,0,0.0
41.885,12.595,2019,5,0,0.0
41.885,12.595,2019,6,0,0.0
41.885,12.595,2019,7,0,0.0
41.885,12.595,2019,8,0,0.0
41.885,12.595,2019,9,0,0.0
41.885,12.595,2019,10,0,0.0
41.885,12.595,2019,12,0,0.0
41.885,12.595,2020,1,0,0.0
41.885,12.595,2020,2,0,0.0
41.935,12.505,2019,1,0,0.0
41.935,12.505,2019,2,0,0.0
41.935,12.505,2019,3,0,0.0
41.935,12.505,2019,4,0,0.0
41.935,12.505,2019,5,0,0.0
41.935,12.505,2019,6,0,0.0
41.935,12.505,2019,7,0,0.0
41.935,12.505,2019,9,0,0.0
41.935,12.505,2019,10,3,3.0
41.935,12.505,2019,11,0,0.0
41.935,12.505,2019,12,0,0.0
41.935,12.505,2020,1,0,0.0
41.935,12.505,2020,2,0,0.0
41.855,12.585,2019,1,0,0.0
41.855,12.585,2019,2,0,0.0
41.855,12.585,2019,3,0,0.0
41.855,12.585,2019,4,0,0.0
41.855,12.585,2019,5,0,0.0
41.855,12.585,2019,6,0,0.0
41.855,12.585,2019,7,0,0.0
41.855,12.585,2019,8,0,0.0
41.855,12.585,2019,9,0,0.0
41.855,12.585,2019,10,0,0.0
41.855,12.585,2019,11,0,0.0
41.855,12.585,2019,12,0,0.0
41.855,12.585,2020,1,0,0.0
41.855,12.585,2020,2,0,0.0
42.025,12.375,2019,1,4,4.0
42.025,12.375,2019,2,0,0.0
42.025,12.375,2019,3,0,0.0
42.025,12.375,2019,4,0,0.0
42.025,12.375,2019,6,0,0.0
42.025,12.375,2019,7,0,0.0
42.025,12.375,2019,8,0,0.0
42.025,12.375,2019,9,0,0.0
42.025,12.375,2019,10,0,0.0
42.025,12.375,2019,11,1,1.0
42.025,12.375,2019,12,4,4.0
41.905,12.415,2019,1,0,0.0
41.905,12.415,2019,2,0,0.0
41.905,12.415,2019,3,0,0.0
41.905,12.415,2019,4,0,0.0
41.905,12.415,2019,5,0,0.0
41.905,12.415,2019,6,0,0.0
41.905,12.415,2019,7,0,0.0
41.905,12.415,2019,8,0,0.0
41.905,12.415,2019,9,0,0.0
41.905,12.415,2019,10,0,0.0
41.905,12.415,2019,11,0,0.0
41.905,12.415,2019,12,0,0.0
41.905,12.415,2020,1,2,2.0
41.905,12.415,2020,2,0,0.0
41.805,12.575,2019,1,5,5.0
41.805,12.575,2019,4,0,0.0
41.805,12.575,2019,6,0,0.0
41.805,12.575,2019,7,0,0.0
41.805,12.575,2019,8,0,0.0
41.805,12.575,2019,9,0,0.0
41.805,12.575,2019,11,0,0.0
41.805,12.575,2019,12,0,0.0
41.805,12.575,2020,1,0,0.0
41.805,12.575,2020,2,0,0.0
41.915,12.585,2019,1,0,0.0
41.915,12.585,2019,2,0,0.0
41.915,12.585,2019,4,0,0.0
41.915,12.585,2019,6,0,0.0
41.915,12.585,2019,8,0,0.0
41.915,12.585,2019,9,0,0.0
41.915,12.585,2019,11,0,0.0
41.915,12.585,2020,1,0,0.0
41.915,12.585,2020,2,0,0.0
41.905,12.535,2019,1,0,0.0
41.905,12.535,2019,2,0,0.0
41.905,12.535,2019,3,1,1.0
41.905,12.535,2019,4,0,0.0
41.905,12.535,2019,5,0,0.0
41.905,12.535,2019,6,0,0.0
41.905,12.535,2019,7,0,0.0
41.905,12.535,2019,8,0,0.0
41.905,12.535,2019,9,4,4.0
41.905,12.535,2019,10,0,0.0
41.905,12.535,2019,11,0,0.0
41.905,12.535,2019,12,0,0.0
41.905,12.535,2020,1,0,0.0
41.905,12.535,2020,2,0,0.0
41.895,12.665,2019,1,0,0.0
41.895,12.665,2019,2,0,0.0
41.895,12.665,2019,5,0,0.0
41.895,12.665,2019,6,0,0.0
41.895,12.665,2019,7,0,0.0
41.895,12.665,2019,8,0,0.0
41.895,12.665,2019,9,0,0.0
41.895,12.665,2019,10,0,0.0
41.895,12.665,2019,11,0,0.0
41.895,12.665,2019,12,0,0.0
41.895,12.665,2020,1,0,0.0
41.925,12.575,2019,1,0,0.0
41.925,12.575,2019,2,0,0.0
41.925,12.575,2019,3,0,0.0
41.925,12.575,2019,4,0,0.0
41.925,12.575,2019,5,0,0.0
41.925,12.575,2019,6,0,0.0
41.925,12.575,2019,7,0,0.0
41.925,12.575,2019,8,0,0.0
41.925,12.575,-1,-1,0,0.0
41.925,12.575,2019,9,0,0.0
41.925,12.575,2019,10,0,0.0
41.925,12.575,2019,11,0,0.0
41.925,12.575,2019,12,0,0.0
41.925,12.575,2020,1,0,0.0
41.925,12.575,2020,2,0,0.0
41.935,12.575,2019,1,0,0.0
41.935,12.575,2019,2,0,0.0
41.935,12.575,2019,4,0,0.0
41.935,12.575,2019,5,0,0.0
41.935,12.575,2019,6,0,0.0
41.935,12.575,2019,7,0,0.0
41.935,12.575,2019,8,0,0.0
41.935,12.575,2019,9,0,0.0
41.935,12.575,2019,10,0,0.0
41.935,12.575,2019,11,0,0.0
41.935,12.575,2019,12,0,0.0
41.935,12.575,2020,1,0,0.0
41.935,12.575,2020,2,0,0.0
41.975,12.615,2019,1,0,0.0
41.975,12.615,2019,3,0,0.0
41.975,12.615,2019,4,2,2.0
41.975,12.615,2019,9,0,0.0
41.975,12.615,2019,11,0,0.0
41.975,12.615,2020,2,0,0.0
41.875,12.685,2019,1,0,0.0
41.875,12.685,2019,4,0,0.0
41.875,12.685,2019,5,0,0.0
41.875,12.685,2019,6,0,0.0
41.875,12.685,2019,7,0,0.0
41.875,12.685,2019,8,0,0.0
41.875,12.685,2019,10,0,0.0
41.875,12.685,2019,11,0,0.0
41.875,12.685,2020,2,0,0.0
41.925,12.475,2019,1,0,0.0
41.925,12.475,2019,2,0,0.0
41.925,12.475,2019,3,0,0.0
41.925,12.475,2019,4,0,0.0
41.925,12.475,2019,5,0,0.0
41.925,12.475,2019,6,0,0.0
41.925,12.475,2019,7,0,0.0
41.925,12.475,2019,8,0,0.0
41.925,12.475,2019,9,0,0.0
41.925,12.475,2019,10,0,0.0
41.925,12.475,2019,11,0,0.0
41.925,12.475,2019,12,0,0.0
41.925,12.475,2020,1,0,0.0
41.925,12.475,2020,2,0,0.0
42.415,13.085,2019,1,0,0.0
42.415,13.085,2019,2,0,0.0
42.415,13.085,2019,3,0,0.0
42.415,13.085,2019,4,0,0.0
41.875,12.415,2019,1,0,0.0
41.875,12.415,2019,2,0,0.0
41.875,12.415,2019,3,0,0.0
41.875,12.415,2019,5,0,0.0
41.875,12.415,2019,6,0,0.0
41.875,12.415,2019,7,0,0.0
41.875,12.415,2019,10,0,0.0
41.875,12.415,2019,12,0,0.0
41.875,12.415,2020,2,0,0.0
42.035,12.595,2019,1,0,0.0
41.815,12.485,2019,1,0,0.0
41.815,12.485,2019,2,0,0.0
41.815,12.485,2019,3,0,0.0
41.815,12.485,2019,4,0,0.0
41.815,12.485,-1,-1,0,0.0
41.815,12.485,2019,5,0,0.0
41.815,12.485,2019,6,0,0.0
41.815,12.485,2019,7,0,0.0
41.815,12.485,2019,8,0,0.0
41.815,12.485,2019,9,0,0.0
41.815,12.485,2019,10,0,0.0
41.815,12.485,2019,11,5,5.0
41.815,12.485,2019,12,0,0.0
41.815,12.485,2020,1,0,0.0
41.815,12.485,2020,2,0,0.0
41.855,12.445,2019,1,0,0.0
41.855,12.445,2019,2,0,0.0
41.855,12.445,2019,3,2,2.0
41.855,12.445,2019,4,0,0.0
41.855,12.445,2019,5,0,0.0
41.855,12.445,2019,6,0,0.0
41.855,12.445,2019,7,0,0.0
41.855,12.445,2019,8,0,0.0
41.855,12.445,2019,9,0,0.0
41.855,12.445,2019,10,0,0.0
41.855,12.445,2019,11,0,0.0
41.855,12.445,2019,12,0,0.0
41.855,12.445,2020,1,0,0.0
41.855,12.445,2020,2,0,0.0
41.815,12.605,2019,1,0,0.0
41.815,12.605,2019,2,0,0.0
41.815,12.605,2019,3,0,0.0
41.815,12.605,2019,4,0,0.0
41.815,12.605,2019,5,0,0.0
41.815,12.605,2019,6,0,0.0
41.815,12.605,2019,7,0,0.0
41.815,12.605,2019,8,0,0.0
41.815,12.605,2019,10,0,0.0
41.815,12.605,2019,12,0,0.0
41.815,12.605,2020,1,0,0.0
41.815,12.605,2020,2,0,0.0
41.785,12.435,2019,1,0,0.0
41.785,12.435,2019,2,0,0.0
41.785,12.435,2019,3,0,0.0
41.785,12.435,2019,4,0,0.0
41.785,12.435,2019,5,0,0.0
41.785,12.435,2019,6,0,0.0
41.785,12.435,2019,7,0,0.0
41.785,12.435,2019,8,0,0.0
41.785,12.435,2019,9,0,0.0
41.785,12.435,2019,11,0,0.0
41.785,12.435,2019,12,0,0.0
41.785,12.435,2020,1,0,0.0
41.785,12.435,2020,2,0,0.0
41.945,12.425,2019,1,0,0.0
41.945,12.425,2019,2,0,0.0
41.945,12.425,2019,3,0,0.0
41.945,12.425,2019,4,0,0.0
41.945,12.425,2019,5,0,0.0
41.945,12.425,2019,6,0,0.0
41.945,12.425,2019,7,0,0.0
41.945,12.425,2019,8,0,0.0
41.945,12.425,2019,9,0,0.0
41.945,12.425,2019,10,0,0.0
41.945,12.425,2019,11,0,0.0
41.945,12.425,2019,12,0,0.0
41.945,12.425,2020,1,0,0.0
41.945,12.425,2020,2,0,0.0
41.775,12.475,2019,1,0,0.0
41.775,12.475,2019,2,0,0.0
41.775,12.475,2019,3,0,0.0
41.775,12.475,2019,6,0,0.0
41.775,12.475,2019,8,1,1.0
41.775,12.475,2019,10,0,0.0
41.775,12.475,2019,11,0,0.0
41.775,12.475,2019,12,0,0.0
41.775,12.475,2020,2,0,0.0
41.845,12.535,2019,1,0,0.0
41.875,12.425,2019,1,0,0.0
41.875,12.425,2019,2,0,0.0
41.875,12.425,2019,3,0,0.0
41.875,12.425,2019,4,0,0.0
41.875,12.425,2019,5,0,0.0
41.875,12.425,2019,6,0,0.0
41.875,12.425,2019,7,0,0.0
41.875,12.425,2019,8,0,0.0
41.875,12.425,2019,9,0,0.0
41.875,12.425,2019,10,0,0.0
41.875,12.425,2019,11,0,0.0
41.875,12.425,2019,12,0,0.0
41.875,12.425,2020,1,0,0.0
41.875,12.425,2020,2,0,0.0
41.895,12.605,2019,1,0,0.0
41.895,12.605,2019,2,0,0.0
41.895,12.605,2019,3,0,0.0
41.895,12.605,2019,4,0,0.0
41.895,12.605,2019,5,0,0.0
41.895,12.605,2019,6,0,0.0
41.895,12.605,2019,7,0,0.0
41.895,12.605,2019,8,0,0.0
41.895,12.605,2019,9,0,0.0
41.895,12.605,2019,10,0,0.0
41.895,12.605,2019,11,0,0.0
41.895,12.605,2019,12,0,0.0
41.895,12.605,2020,1,0,0.0
41.895,12.605,2020,2,1,1.0
42.075,12.335,2019,1,0,0.0
42.075,12.335,2019,11,0,0.0
42.075,12.335,2019,12,0,0.0
41.815,12.525,2019,1,0,0.0
41.815,12.525,2019,3,0,0.0
41.815,12.525,2019,4,2,2.0
41.815,12.525,2019,5,2,2.0
41.815,12.525,2019,6,0,0.0
41.815,12.525,2019,7,0,0.0
41.815,12.525,2019,8,0,0.0
41.815,12.525,2019,9,0,0.0
41.815,12.525,2019,10,0,0.0
41.815,12.525,2019,11,1,1.0
41.815,12.525,2019,12,0,0.0
41.815,12.525,2020,1,2,2.0
41.815,12.525,2020,2,0,0.0
41.865,12.595,2019,1,0,0.0
41.865,12.595,2019,2,0,0.0
41.865,12.595,2019,3,0,0.0
41.865,12.595,2019,4,0,0.0
41.865,12.595,2019,5,0,0.0
41.865,12.595,2019,6,0,0.0
41.865,12.595,2019,7,0,0.0
41.865,12.595,2019,8,0,0.0
41.865,12.595,2019,9,0,0.0
41.865,12.595,2019,10,0,0.0
41.865,12.595,2019,11,2,2.0
41.865,12.595,2019,12,0,0.0
41.865,12.595,2020,1,0,0.0
41.865,12.595,2020,2,0,0.0
41.825,12.465,2019,1,0,0.0
41.825,12.465,2019,2,0,0.0
41.825,12.465,2019,3,0,0.0
41.825,12.465,2019,4,0,0.0
41.825,12.465,2019,5,0,0.0
41.825,12.465,2019,6,0,0.0
41.825,12.465,2019,7,0,0.0
41.825,12.465,2019,8,0,0.0
41.825,12.465,2019,9,0,0.0
41.825,12.465,2019,10,0,0.0
41.825,12.465,2019,11,0,0.0
41.825,12.465,2019,12,0,0.0
41.825,12.465,2020,1,0,0.0
41.825,12.465,2020,2,0,0.0
42.005,12.485,2019,1,0,0.0
42.005,12.485,2019,2,0,0.0
42.005,12.485,2019,3,0,0.0
42.005,12.485,2019,4,0,0.0
42.005,12.485,2019,5,0,0.0
42.005,12.485,2019,6,0,0.0
42.005,12.485,2019,7,0,0.0
42.005,12.485,2019,8,1,1.0
42.005,12.485,2019,9,0,0.0
42.005,12.485,2019,10,0,0.0
42.005,12.485,2019,11,1,1.0
42.005,12.485,2019,12,0,0.0
42.005,12.485,2020,1,0,0.0
42.005,12.485,2020,2,0,0.0
41.925,12.565,2019,1,0,0.0
41.925,12.565,2019,3,0,0.0
41.925,12.565,2019,4,0,0.0
41.925,12.565,2019,5,0,0.0
41.925,12.565,2019,6,0,0.0
41.925,12.565,2019,7,0,0.0
41.925,12.565,2019,8,0,0.0
41.925,12.565,2019,9,0,0.0
41.925,12.565,2019,10,0,0.0
41.925,12.565,2019,11,1,1.0
41.925,12.565,2019,12,0,0.0
41.925,12.565,2020,1,0,0.0
41.925,12.565,2020,2,0,0.0
41.765,12.325,2019,1,1,1.0
41.765,12.325,2019,2,1,1.0
41.765,12.325,2019,3,0,0.0
41.765,12.325,2019,4,0,0.0
41.765,12.325,2019,5,0,0.0
41.765,12.325,2019,6,0,0.0
41.765,12.325,2019,7,0,0.0
41.765,12.325,2019,10,0,0.0
41.765,12.325,2019,11,0,0.0
41.765,12.325,2019,12,0,0.0
41.915,12.435,2019,1,0,0.0
41.915,12.435,2019,3,0,0.0
41.915,12.435,2019,4,0,0.0
41.915,12.435,2019,5,0,0.0
41.915,12.435,2019,6,0,0.0
41.915,12.435,2019,7,0,0.0
41.915,12.435,2019,8,0,0.0
41.915,12.435,2019,9,0,0.0
41.915,12.435,2019,10,0,0.0
41.915,12.435,2019,12,0,0.0
41.915,12.435,2020,1,0,0.0
41.915,12.435,2020,2,0,0.0
41.955,12.465,2019,1,0,0.0
41.955,12.465,2019,2,0,0.0
41.955,12.465,2019,3,0,0.0
41.955,12.465,2019,4,0,0.0
41.955,12.465,2019,5,0,0.0
41.955,12.465,2019,6,0,0.0
41.955,12.465,2019,7,0,0.0
41.955,12.465,2019,8,0,0.0
41.955,12.465,2019,9,0,0.0
41.955,12.465,2019,10,0,0.0
41.955,12.465,2019,11,0,0.0
41.955,12.465,2019,12,0,0.0
41.955,12.465,2020,1,0,0.0
41.955,12.465,2020,2,0,0.0
41.945,12.595,2019,1,0,0.0
41.945,12.595,2019,2,1,1.0
41.945,12.595,2019,3,0,0.0
41.945,12.595,2019,4,0,0.0
41.945,12.595,2019,5,0,0.0
41.945,12.595,2019,6,0,0.0
41.945,12.595,2019,7,0,0.0
41.945,12.595,2019,8,0,0.0
41.945,12.595,2019,9,0,0.0
41.945,12.595,2019,10,0,0.0
41.945,12.595,2019,11,0,0.0
41.945,12.595,2019,12,0,0.0
41.945,12.595,2020,1,0,0.0
41.945,12.595,2020,2,0,0.0
41.965,12.465,2019,1,0,0.0
41.965,12.465,2019,2,0,0.0
41.965,12.465,2019,10,0,0.0
41.965,12.465,2019,12,0,0.0
41.965,12.465,2020,1,0,0.0
41.855,12.395,2019,1,0,0.0
41.855,12.395,2019,4,0,0.0
41.855,12.395,2019,6,0,0.0
41.855,12.395,2019,9,0,0.0
41.855,12.395,2019,10,0,0.0
41.855,12.395,2020,2,0,0.0
41.815,12.335,2019,1,0,0.0
41.775,12.355,2019,1,0,0.0
41.775,12.355,2019,2,0,0.0
41.775,12.355,2019,3,0,0.0
41.775,12.355,2019,4,0,0.0
41.775,12.355,2019,5,0,0.0
41.775,12.355,2019,6,0,0.0
41.775,12.355,2019,7,0,0.0
41.775,12.355,2019,8,0,0.0
41.775,12.355,2019,9,0,0.0
41.775,12.355,2019,10,0,0.0
41.775,12.355,2019,11,0,0.0
41.775,12.355,2019,12,0,0.0
41.775,12.355,2020,1,0,0.0
41.775,12.355,2020,2,0,0.0
41.905,12.525,2019,1,0,0.0
41.905,12.525,2019,2,1,1.0
41.905,12.525,2019,3,0,0.0
41.905,12.525,2019,4,0,0.0
41.905,12.525,2019,5,0,0.0
41.905,12.525,2019,6,0,0.0
41.905,12.525,2019,7,0,0.0
41.905,12.525,2019,8,0,0.0
41.905,12.525,2019,9,0,0.0
41.905,12.525,2019,10,0,0.0
41.905,12.525,-1,-1,0,0.0
41.905,12.525,2019,11,0,0.0
41.905,12.525,2019,12,0,0.0
41.905,12.525,2020,1,0,0.0
41.905,12.525,2020,2,0,0.0
41.855,12.555,2019,1,0,0.0
41.855,12.555,2019,2,0,0.0
41.855,12.555,2019,3,0,0.0
41.855,12.555,2019,4,0,0.0
41.855,12.555,2019,5,0,0.0
41.855,12.555,2019,6,0,0.0
41.855,12.555,2019,7,0,0.0
41.855,12.555,2019,8,0,0.0
41.855,12.555,2019,9,0,0.0
41.855,12.555,2019,10,0,0.0
41.855,12.555,2019,11,0,0.0
41.855,12.555,2019,12,0,0.0
41.855,12.555,2020,1,0,0.0
41.855,12.555,2020,2,2,2.0
42.005,12.475,2019,1,0,0.0
42.005,12.475,2019,4,0,0.0
42.005,12.475,2019,8,0,0.0
42.005,12.475,2019,11,0,0.0
42.005,12.475,2019,12,0,0.0
42.005,12.475,2020,1,0,0.0
41.915,12.525,2019,1,0,0.0
41.915,12.525,-1,-1,0,0.0
41.915,12.525,2019,2,0,0.0
41.915,12.525,2019,3,0,0.0
41.915,12.525,2019,4,0,0.0
41.915,12.525,2019,5,0,0.0
41.915,12.525,2019,6,0,0.0
41.915,12.525,2019,7,0,0.0
41.915,12.525,2019,8,0,0.0
41.915,12.525,2019,9,0,0.0
41.915,12.525,2019,10,2,2.0
41.915,12.525,2019,11,0,0.0
41.915,12.525,2019,12,0,0.0
41.915,12.525,2020,1,0,0.0
41.915,12.525,2020,2,0,0.0
41.885,12.445,2019,1,0,0.0
41.885,12.445,2019,2,0,0.0
41.885,12.445,2019,3,0,0.0
41.885,12.445,2019,4,0,0.0
41.885,12.445,2019,5,0,0.0
41.885,12.445,2019,6,0,0.0
41.885,12.445,2019,7,0,0.0
41.885,12.445,2019,8,0,0.0
41.885,12.445,2019,9,0,0.0
41.885,12.445,2019,10,0,0.0
41.885,12.445,2019,11,0,0.0
41.885,12.445,2019,12,0,0.0
41.885,12.445,2020,1,0,0.0
41.885,12.445,2020,2,0,0.0
41.945,12.495,2019,1,0,0.0
41.945,12.495,2019,2,0,0.0
41.945,12.495,2019,4,0,0.0
41.945,12.495,2019,5,0,0.0
41.945,12.495,2019,6,0,0.0
41.945,12.495,2019,7,0,0.0
41.945,12.495,2019,8,0,0.0
41.945,12.495,2019,9,0,0.0
41.945,12.495,2019,10,0,0.0
41.945,12.495,2019,12,0,0.0
41.945,12.495,2020,1,0,0.0
41.885,12.605,2019,1,0,0.0
41.885,12.605,2019,3,0,0.0
41.885,12.605,2019,4,0,0.0
41.885,12.605,2019,5,0,0.0
41.885,12.605,2019,6,0,0.0
41.885,12.605,2019,7,0,0.0
41.885,12.605,2019,8,0,0.0
41.885,12.605,2019,9,0,0.0
41.885,12.605,2019,10,0,0.0
41.885,12.605,2019,11,0,0.0
41.885,12.605,2019,12,0,0.0
41.885,12.605,2020,1,0,0.0
41.915,12.425,2019,1,0,0.0
41.915,12.425,2019,3,0,0.0
41.915,12.425,2019,4,0,0.0
41.915,12.425,2019,5,0,0.0
41.915,12.425,2019,6,0,0.0
41.915,12.425,2019,7,0,0.0
41.915,12.425,2019,8,0,0.0
41.915,12.425,2019,9,0,0.0
41.915,12.425,2019,10,0,0.0
41.915,12.425,2019,11,0,0.0
41.915,12.425,2019,12,0,0.0
41.915,12.425,2020,1,0,0.0
41.915,12.425,2020,2,0,0.0
41.875,12.345,2019,1,0,0.0
41.875,12.345,2019,2,0,0.0
41.875,12.345,2019,5,0,0.0
41.875,12.345,2019,11,0,0.0
41.875,12.345,2019,12,0,0.0
41.875,12.345,2020,2,0,0.0
41.785,12.565,2019,1,0,0.0
41.785,12.565,2019,6,0,0.0
41.785,12.565,2019,7,0,0.0
41.785,12.565,-1,-1,0,0.0
41.875,12.655,2019,1,0,0.0
41.875,12.655,2019,2,0,0.0
41.875,12.655,2019,4,1,1.0
41.875,12.655,2019,5,0,0.0
41.875,12.655,2019,6,0,0.0
41.875,12.655,2019,7,0,0.0
41.875,12.655,2019,8,0,0.0
41.875,12.655,2019,9,0,0.0
41.875,12.655,2019,10,0,0.0
41.875,12.655,2019,11,0,0.0
41.875,12.655,2019,12,0,0.0
41.875,12.655,2020,1,0,0.0
41.875,12.655,2020,2,0,0.0
41.935,12.615,2019,1,0,0.0
41.935,12.615,2019,2,0,0.0
41.935,12.615,2019,3,0,0.0
41.935,12.615,2019,4,0,0.0
41.935,12.615,2019,5,0,0.0
41.935,12.615,2019,6,0,0.0
41.935,12.615,2019,8,1,1.0
41.935,12.615,2019,9,0,0.0
41.935,12.615,2019,10,0,0.0
41.935,12.615,2019,11,0,0.0
41.935,12.615,2020,1,0,0.0
41.935,12.615,2020,2,0,0.0
41.785,12.485,2019,1,0,0.0
41.785,12.485,2019,2,0,0.0
41.785,12.485,2019,3,0,0.0
41.785,12.485,2019,4,0,0.0
41.785,12.485,2019,5,0,0.0
41.785,12.485,2019,6,0,0.0
41.785,12.485,2019,8,0,0.0
41.785,12.485,2019,9,0,0.0
41.785,12.485,2019,10,0,0.0
41.785,12.485,2019,11,0,0.0
41.785,12.485,2019,12,0,0.0
41.785,12.485,2020,1,0,0.0
41.865,12.575,2019,1,0,0.0
41.865,12.575,2019,3,0,0.0
41.865,12.575,2019,4,0,0.0
41.865,12.575,2019,5,0,0.0
41.865,12.575,2019,6,0,0.0
41.865,12.575,2019,7,0,0.0
41.865,12.575,2019,8,0,0.0
41.865,12.575,2019,9,0,0.0
41.865,12.575,2019,10,0,0.0
41.865,12.575,2019,11,0,0.0
41.865,12.575,2019,12,0,0.0
41.865,12.575,2020,1,1,1.0
41.865,12.575,2020,2,0,0.0
41.835,12.355,2019,1,0,0.0
41.835,12.355,2019,3,0,0.0
41.835,12.355,2019,7,0,0.0
41.835,12.355,2019,12,0,0.0
41.825,12.625,2019,1,0,0.0
41.825,12.625,2019,3,0,0.0
41.825,12.625,2019,4,0,0.0
41.825,12.625,2019,5,0,0.0
41.825,12.625,2019,8,0,0.0
41.825,12.625,2019,11,0,0.0
41.825,12.625,2020,1,0,0.0
41.825,12.625,2020,2,0,0.0
41.775,12.485,2019,1,0,0.0
41.775,12.485,2019,2,0,0.0
41.775,12.485,2019,3,0,0.0
41.775,12.485,2019,5,0,0.0
41.775,12.485,2019,6,0,0.0
41.775,12.485,2019,7,0,0.0
41.775,12.485,2019,8,0,0.0
41.775,12.485,2019,9,0,0.0
41.775,12.485,2019,12,0,0.0
41.935,12.455,2019,1,0,0.0
41.935,12.455,2019,2,0,0.0
41.935,12.455,2019,3,0,0.0
41.935,12.455,2019,4,0,0.0
41.935,12.455,2019,5,0,0.0
41.935,12.455,2019,6,0,0.0
41.935,12.455,2019,7,0,0.0
41.935,12.455,2019,8,0,0.0
41.935,12.455,2019,9,0,0.0
41.935,12.455,2019,10,0,0.0
41.935,12.455,2019,11,0,0.0
41.935,12.455,2019,12,0,0.0
41.935,12.455,2020,1,0,0.0
41.935,12.455,2020,2,0,0.0
41.755,12.375,2019,1,0,0.0
41.755,12.375,2019,3,0,0.0
41.755,12.375,2019,4,0,0.0
41.755,12.375,2019,5,0,0.0
41.755,12.375,2019,6,0,0.0
41.755,12.375,2019,7,0,0.0
41.755,12.375,2019,8,0,0.0
41.755,12.375,2019,9,0,0.0
41.755,12.375,2019,11,0,0.0
41.755,12.375,2019,12,0,0.0
41.755,12.375,2020,1,0,0.0
41.905,12.735,2019,1,0,0.0
41.905,12.735,2019,3,0,0.0
41.905,12.735,2019,6,0,0.0
41.905,12.735,2019,8,0,0.0
41.905,12.735,2019,9,0,0.0
41.905,12.735,2020,2,0,0.0
41.875,12.665,2019,1,0,0.0
41.805,12.315,2019,1,0,0.0
41.805,12.315,2019,2,0,0.0
41.805,12.315,2019,5,0,0.0
41.805,12.315,2019,6,0,0.0
41.805,12.315,2019,9,0,0.0
41.795,12.545,2019,1,1,1.0
41.795,12.545,2019,2,0,0.0
41.795,12.545,2019,8,0,0.0
41.875,12.635,2019,1,0,0.0
41.875,12.635,2019,2,0,0.0
41.875,12.635,2019,3,0,0.0
41.875,12.635,2019,5,0,0.0
41.875,12.635,2019,7,0,0.0
41.875,12.635,2019,9,0,0.0
41.875,12.635,2019,10,0,0.0
41.875,12.635,2019,11,0,0.0
41.875,12.635,2019,12,0,0.0
41.875,12.635,2020,1,0,0.0
41.875,12.635,2020,2,0,0.0
42.385,12.945,2019,1,0,0.0
42.385,12.945,2019,5,0,0.0
42.385,12.945,2019,8,0,0.0
42.385,12.945,2019,10,0,0.0
42.385,12.945,2019,11,0,0.0
42.385,12.945,2020,2,0,0.0
41.905,12.385,2019,1,0,0.0
41.905,12.385,2019,3,0,0.0
41.905,12.385,2019,4,0,0.0
41.905,12.385,2019,5,0,0.0
41.905,12.385,2019,6,0,0.0
41.905,12.385,2019,7,0,0.0
41.905,12.385,2019,8,0,0.0
41.905,12.385,2019,9,0,0.0
41.905,12.385,2019,10,0,0.0
41.905,12.385,2019,11,0,0.0
41.905,12.385,2019,12,0,0.0
41.905,12.385,2020,1,0,0.0
41.815,12.575,2019,1,0,0.0
41.815,12.575,2019,3,0,0.0
41.815,12.575,2019,4,0,0.0
41.815,12.575,2019,5,0,0.0
41.815,12.575,2019,6,0,0.0
41.815,12.575,2019,7,0,0.0
41.815,12.575,2019,8,0,0.0
41.815,12.575,2019,9,0,0.0
41.815,12.575,2019,10,0,0.0
