 CAPPELLARI29;Categoria 2;VIA DEI CAPPELLARI, 29;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1
;41.89034;12.52717Alloggio per uso turistico 7055;Unica;VIA ASCOLI PICENO, 27;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89003;12.52572Alloggio per uso turistico 7067;Unica;VIA POLICLETO, 4;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88389;12.53382Alloggio per uso turistico 7116;Unica;VIA MACERATA, 45;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88968;12.5264Alloggio per uso turistico 7135;Unica;VIA DEI QUINTILI, 57;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.86581;12.54665Alloggio per uso turistico 72;Unica;VIA DEL PIGNETO, 130;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88749;12.53335Alloggio per uso turistico 7201;Unica;VIA DEL PIGNETO, 28;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8891;12.52499Alloggio per uso turistico 7219;Unica;VIA DI VILLA LAURICELLA, 6;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89162;12.53689Alloggio per uso turistico 7338;Unica;VIA FORTEBRACCIO, 26;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88975;12.52892Alloggio per uso turistico 7347;Unica;VIA GIOVANNI BRANCALEONE, 36;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89031;12.53082Alloggio per uso turistico 7358;Unica;VIA GRAZIOSO BENINCASA, 28;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88573;12.54248Alloggio per uso turistico 7366;Unica;VIA AVELLINO, 25;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88809;12.52612Alloggio per uso turistico 7412;Unica;VIA BRACCIO DA MONTONE, 57;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8893;12.5298Alloggio per uso turistico 7433;Unica;VIA LUIGI FILIPPO DE MAGISTRIS, 109;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88719;12.5304Alloggio per uso turistico 7446;Unica;VIA VISCONTE MAGGIOLO, 26;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88334;12.5421Alloggio per uso turistico 7507;Unica;VIA AUSONIA, 10;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89219;12.55896Alloggio per uso turistico 7523;Unica;VIA DEGLI ORTENSI, 8;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.86941;12.54622Alloggio per uso turistico 7548;Unica;VIA BRACCIO DA MONTONE, 91;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88936;12.53137Alloggio per uso turistico 7552;Unica;VIA GABRIO SERBELLONI, 96;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87794;12.5408Alloggio per uso turistico 7560;Unica;VIA GROSSETO, 20;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88841;12.52525Alloggio per uso turistico 7563;Unica;VIALE GIOVANNI BATTISTA VALENTE, 143;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89889;12.56639Alloggio per uso turistico 7565;Unica;VIA ANGELO BERARDI, 16;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8774;12.54781Alloggio per uso turistico 7567;Unica;VIA GUIDO CORA, 12;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88135;12.54069Alloggio per uso turistico 7653;Unica;VIA DELLA MARRANELLA, 56;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88212;12.54242Alloggio per uso turistico 7694;Unica;VIA VISCONTE MAGGIOLO, 4;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88332;12.54293Alloggio per uso turistico 7773;Unica;VIA TEANO, 1;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89063;12.54217Alloggio per uso turistico 7780;Unica;VIA NATALE PALLI, 25;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87687;12.54252Alloggio per uso turistico 7913;Unica;VIA DI TOR PIGNATTARA, 50;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87894;12.54186Alloggio per uso turistico 7924;Unica;VIA ORESTE SALOMONE, 12;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87842;12.54486Alloggio per uso turistico 7944;Unica;VIA FAUSTO PESCI, 32;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87424;12.54311Alloggio per uso turistico 7950;Unica;VIA PESARO, 31;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89017;12.52493Alloggio per uso turistico 7997;Unica;VIA ATTILIO HORTIS, 21;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89403;12.54844Alloggio per uso turistico 8020;Unica;VIA PRENESTINA, 359;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89507;12.55778Alloggio per uso turistico 8022;Unica;VIA ETTORE GIOVENALE, 52/B;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88971;12.53162Alloggio per uso turistico 8023;Unica;VIA DI ACQUA BULLICANTE, 55;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88199;12.54314Alloggio per uso turistico 8049;Unica;VIA TOR DE' SCHIAVI, 129;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88197;12.56326Alloggio per uso turistico 8085;Unica;VIA DI TOR PIGNATTARA, 32;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87954;12.54197Alloggio per uso turistico 8104;Unica;VIA GIOVANNI BRANCALEONE, 104;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88786;12.53127Alloggio per uso turistico 8138;Unica;VIA CAMPOBASSO, 6;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.50295;12.62272Alloggio per uso turistico 8143;Unica;VIA VINCENZO MACULANI, 14;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8801;12.54067Alloggio per uso turistico 8192;Unica;VIA DIONIGI PERIEGETE, 5;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88545;12.53527Alloggio per uso turistico 8200;Unica;VIA DI TOR PIGNATTARA, 109;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87742;12.54176Alloggio per uso turistico 8203;Unica;VIA DEI QUINTILI, 24;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.86496;12.547Alloggio per uso turistico 8215;Unica;VIA PRENESTINA, 325;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8939;12.55061Alloggio per uso turistico 8219;Unica;VIA FIVIZZANO, 15;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88824;12.52557Alloggio per uso turistico 8255;Unica;VIA RICCARDO PITTERI, 54;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89419;12.54779Alloggio per uso turistico 8277;Unica;VIA SANT'ANGELO DEI LOMBARDI, 19;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8917;12.55494Alloggio per uso turistico 8280;Unica;VIA ANTONIO RAIMONDI, 82;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89106;12.53268Alloggio per uso turistico 8353;Unica;VIA CASTRUCCIO CASTRACANE, 28;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8885;12.52974Alloggio per uso turistico 8393;Unica;VIA FIVIZZANO, 29;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88846;12.52572Alloggio per uso turistico 8409;Unica;VIA GENAZZANO, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89023;12.55209Alloggio per uso turistico 8533;Unica;VIA TEANO, 247;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88958;12.55065Alloggio per uso turistico 8543;Unica;VIA ALO GIOVANNOLI, 8;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88266;12.54066Alloggio per uso turistico 8622;Unica;VIA ADRIANO BALBI, 14;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88728;12.53171Alloggio per uso turistico 8624;Unica;VIA TEODORO MAYER, 20;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89532;12.54966Alloggio per uso turistico 8654;Unica;VIA CALTANISSETTA, 16;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88816;12.52665Alloggio per uso turistico 8678;Unica;VIA RAIMONDO MONTECUCCOLI, 14;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89212;12.5273Alloggio per uso turistico 8705;Unica;VIA FIVIZZANO, 4;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88786;12.52538Alloggio per uso turistico 8714;Unica;VIA DI TOR PIGNATTARA, 110;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8774;12.54159Alloggio per uso turistico 8774;Unica;VIA GIOVANNI DE AGOSTINI, 10;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88559;12.52941Alloggio per uso turistico 8789;Unica;VIA DELLA MARRANELLA, 72;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88243;12.54242Alloggio per uso turistico 8804;Unica;VIA RENZO DA CERI, 110;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88935;12.53854Alloggio per uso turistico 8810;Unica;VIA ANTONIO RAIMONDI, 29;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89101;12.531Alloggio per uso turistico 8857;Unica;VIA DELLA MARRANELLA, 120;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88444;12.5424Alloggio per uso turistico 8862;Unica;VIA TOLMEZZO, 67;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89762;12.55001Alloggio per uso turistico 8863;Unica;VIA ERASMO GATTAMELATA, 128;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88799;12.53646Alloggio per uso turistico 8874;Unica;VIA GIOVANNI BRANCALEONE, 11/B;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89119;12.53077Alloggio per uso turistico 8902;Unica;VIA PIETRO MARTIRE D'ANGHIERA, 4;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88469;12.5427Alloggio per uso turistico 8910;Unica;VIA BENIAMINO COSTANTINI, 39;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87516;12.54841Alloggio per uso turistico 8918;Unica;VIA DEL PIGNETO, 239;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88777;12.53231Alloggio per uso turistico 8952;Unica;VIA ROMANELLO DA FORLI', 26;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89057;12.53222Alloggio per uso turistico 9052;Unica;PIAZZA DEI CONDOTTIERI, 5;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88823;12.53539Alloggio per uso turistico 9065;Unica;VIA BRACCIO DA MONTONE, 61;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8893;12.52993Alloggio per uso turistico 9083;Unica;VIA ANTONIO TEMPESTA, 90;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88314;12.5405Alloggio per uso turistico 9086;Unica;VIA GIULIO BURATTI, 15;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87773;12.53863Alloggio per uso turistico 9087;Unica;VIA DELLA MARRANELLA, 114;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88421;12.54241Alloggio per uso turistico 9097;Unica;VIA FRANCESCO SALATA, 28;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89456;12.55067Alloggio per uso turistico 9102;Unica;VIA ANGHIARI, 3;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88833;12.53604Alloggio per uso turistico 9109;Unica;VICOLO DEL PIGNETO, 7;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88916;12.52423Alloggio per uso turistico 9117;Unica;VIA RAIMONDO MONTECUCCOLI, 15;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89283;12.52715Alloggio per uso turistico 9119;Unica;VIA RAIMONDO MONTECUCCOLI, 36;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89346;12.5274Alloggio per uso turistico 912;Unica;VIA TOLMEZZO, 67;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89762;12.55001Alloggio per uso turistico 9121;Unica;VIA DEL PIGNETO, 123;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88871;12.52808Alloggio per uso turistico 955;Unica;VIA AMICO DA VENAFRO, 14;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8912;12.53402Alloggio per uso turistico 991;Unica;VIA DI TOR PIGNATTARA, 160;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87575;12.54131B&B FRATELLI NICOLI';Unica;VIA ANTONIO TEMPESTA, 135;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;2;1;0;0;0;0;0;0
;41.88485;12.54038B&B LA TERRAZZA;Unica;VIA ANACAPRI, 13;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
;41.89012;12.54324BED & BREAKFAST  SOLEA DI CAPONERA EMILIANO;Unica;VIA PORTICI, 7;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;1;0;1;0;0;0;0
;41.88738;12.54317BED & BREAKFAST DA MERION;Unica;VIA ETTORE GIOVENALE, 52/A;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;3;0;0;0;0;0;0
;41.88977;12.5316BEDS PORTAMAGGIORE;Categoria 4;VIA RAIMONDO MONTECUCCOLI, 36;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.89346;12.5274BELLISSIMA ROMA;Categoria 2;VIA RAIMONDO MONTECUCCOLI, 11;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.89177;12.5271BELVEDERE PIGNETO;Categoria 1;VIA GENTILE DA MOGLIANO, 13;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2
;41.88912;12.53117BLOOM;Categoria 4;VIA CASTRUCCIO CASTRACANE, 6;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.88906;12.52968BORGHETTO QUADRARO;Categoria 2;VIA DEGLI ARVALI, 15;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;0;0
;41.86897;12.54609BULLICANTE;Categoria 2;VIA DI ACQUA BULLICANTE, 15;Municipio V (ex Mun VI);Guest House o Affittacamere;0;5;0;0;0;0;0;0
;41.88102;12.54279BUONGIORNO PIGNETO;Unica;VIA ROBERTO MALATESTA, 58;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.88738;12.53671BUONGIORNO ROMA;Unica;VIA ANTONIO TEMPESTA, 39;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;1;2;0;0;0;0;0;0
;41.88207;12.54026"Bed & Breakfast ""Da Angelica""";Unica;VIA FONTANA LIRI, 8;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;2;0;0;0;0;0;0
;41.89218;12.55586CASA E APPARTAMENTO PER VACANZE BELLO;Categoria 2;VIA GIUSEPPE DALLA VEDOVA, 9;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.88634;12.54246CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 1A;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 1B;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;2
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 1C;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 2A;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 2B;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;2
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 2C;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 3A;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 3B;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;2
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 3C;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 4A;Categoria 1;VIA DELLA MARRANELLA, 110;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;2
;41.88355;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 4B;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 5A;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;2
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE CONTI QUATTRO 5B;Categoria 1;VIA DELLA MARRANELLA, 112;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
;41.88416;12.54241CASA E APPARTAMENTO PER VACANZE FLATA GALIMA;Categoria 2;VIA PRENESTINA, 62;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.89108;12.52231CASA E APPARTAMENTO PER VACANZE G & B 23;Categoria 2;VIA GIOVANNI BRANCALEONE, 23;Municipio V (ex Mun VI);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0
;41.89065;12.53088CASA E APPARTAMENTO PER VACANZE STUDIO HOUSE ROME;Categoria 1;VIA LUCHINO DAL VERME, 116;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.88867;12.54134CASA MARVI;Categoria 1;VIA PRENESTINA, 364;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.89397;12.5556CASA TORPI;Unica;VIA DI ACQUA BULLICANTE, 110;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.88467;12.54362CASA VACANZA DA JOHNNY SUITE;Categoria 4;VIA PRENESTINA, 395;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.89507;12.56086CASA VACANZE CATERINA;Categoria 1;VIA ERASMO GATTAMELATA, 55;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.88977;12.53667CASALE HOLIDAYS;Categoria 2;VIA LABICO, 114;Municipio V (ex Mun VI);Guest House o Affittacamere;1;1;0;0;0;0;0;0
;41.88345;12.54786CASETTA DEL PIGNETO;Categoria 2;VIA ASCOLI PICENO, 23;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
;41.88968;12.52568CASETTA LIA;Categoria 4;VIA CASTRUCCIO CASTRACANE, 28;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
;41.8885;12.52974CONDOTTIERI B&B;Unica;VIA PRENESTINA, 95;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.89224;12.53173Casa e Appartamento per Vacanze MAMMA ROMA 151;Categoria 1;CIRCONVALLAZIONE CASILINA, 151;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.88704;12.52757Casa e Appartamento per Vacanze STEFANO COLONNA;Categoria 2;VIA STEFANO COLONNA, 13;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
;41.89243;12.52862Casa e Appartamento per vacanze Le case di Aman;Categoria 1;VIALE RONCHI, 29;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.89446;12.54926DA CLAUDY;Categoria 1;VIA ATTILIO MORI, 25;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.88746;12.52961DACKINS HOUSE CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA DI VILLA SERVENTI, 11;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.88529;12.53095DE SANTIS HOLIDAYS;Categoria 2;VIA LABICO, 114;Municipio V (ex Mun VI);Guest House o Affittacamere;0;1;0;2;0;0;0;0
;41.88345;12.54786DIVINA ROMA;Unica;VIA UGOLINO CAVALCABO', 20;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.89165;12.53871DIVINA ROMA;Unica;VIA UGOLINO CAVALCABO', 20;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.89165;12.53871DOMUS PRENESTE;Categoria 3;VIA SAMPIERO DI BASTELICA, 81;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0
;41.89075;12.53881DOMUS ROMAE;Unica;VIA COLLATINA, 76;Municipio V (ex Mun VI);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
;41.89823;12.56342EUROSTARS ROMA AETERNA CENTRO CONGRESSI;4 Stelle;VIA CASILINA, 125;Municipio V (ex Mun VI);Albergo;10;134;0;0;0;0;0;0
;41.88886;12.52315FRIENDLY;Categoria 4;VIA CONTE DI CARMAGNOLA, 32;Municipio V (ex Mun VI);Casa Vacanze NON impr (Appartamento);2;2;0;0;0;0;0;0
;41.89038;12.5348GEO;3 Stelle;CIRCONVALLAZIONE CASILINA, 41;Municipio V (ex Mun VI);Albergo;5;12;3;0;0;0;0;0
;41.89025;12.52799GIULY GUESTHOUSE O AFFITTACAMERE;Categoria 3;VIA CASILINA, 102;Municipio V (ex Mun VI);Guest House o Affittacamere;0;3;0;0;0;0;0;0
;41.88888;12.51994GUEST HOUSE O AFFITTACAMERE MANCINI SHABBY HOUSE DI MANCINI SILVIO;Categoria 2;VIA GABRIO SERBELLONI, 127;Municipio V (ex Mun VI);Guest House o Affittacamere;0;5;0;0;0;0;0;0
;41.8772;12.54082GUEST HOUSE O AFFITTACAMERE NEXT STOP ROMA LAPARELLI;Categoria 3;VIA FRANCESCO LAPARELLI, 122;Municipio V (ex Mun VI);Guest House o Affittacamere;0;3;0;0;0;0;0;0
;41.87863;12.53923Guest House o Affittacamere   L'OASI AL PIGNETO;Categoria 3;VIA DEL PIGNETO, 227;Municipio V (ex Mun VI);Guest House o Affittacamere;0;6;0;0;0;0;0;0
;41.8878;12.53159"Guest House o Affittacamere ""PIGNETO SUITES AND ROOMS""";Categoria 3;VIA CASTRUCCIO CASTRACANE, 36;Municipio V (ex Mun VI);Guest House o Affittacamere;1;5;0;0;0;0;0;0
;41.88837;12.52972"Guest House o Affittacamere ""Pigneto Holiday""";Categoria 3;VIA CASTRUCCIO CASTRACANE, 36;Municipio V (ex Mun VI);Guest House o Affittacamere;0;6;0;0;0;0;0;0
;41.88837;12.52972Guest House o Affittacamere Arte nei Colori di Maddalena Presenza;Categoria 3;VIA CASILINA, 446;Municipio V (ex Mun VI);Guest House o Affittacamere;1;2;0;0;0;0;0;0
;41.8147;12.82075Guest House o Affittacamere House Of Music;Categoria 3;VIA UGOLINO CAVALCABO', 20;Municipio V (ex Mun VI);Guest House o Affittacamere;2;1;0;0;0;0;0;0
;41.89165;12.53871Guest House o Affittacamere PIGNETORHOME;Categoria 3;VIA CALTANISSETTA, 1;Municipio V (ex Mun VI);Guest House o Affittacamere;0;1;0;0;0;0;0;0
;41.88792;12.52622Guest House o Affittacamere ROMA CITTA' APERTA;Categoria 3;VIA RAIMONDO MONTECUCCOLI, 32;Municipio V (ex Mun VI);Guest House o Affittacamere;0;4;0;0;0;0;0;0
