block_ID,administrative_subdivision,Year,Month,security_claims
7380,2,2020,1,9.053156146179402
7380,2,2020,2,9.401993355481729
7380,2,2020,3,2.87375415282392
7380,2,2020,4,0.8471760797342193
7380,2,2020,5,3.0564784053156147
7380,2,2020,6,3.6378737541528237
7380,2,2020,7,4.318936877076412
7381,2,2020,1,9.053156146179402
7381,2,2020,2,9.401993355481729
7381,2,2020,3,2.87375415282392
7381,2,2020,4,0.8471760797342193
7381,2,2020,5,3.0564784053156147
7381,2,2020,6,3.6378737541528237
7381,2,2020,7,4.318936877076412
7526,2,2020,1,9.053156146179402
7526,2,2020,2,9.401993355481729
7526,2,2020,3,2.87375415282392
7526,2,2020,4,0.8471760797342193
7526,2,2020,5,3.0564784053156147
7526,2,2020,6,3.6378737541528237
7526,2,2020,7,4.318936877076412
7527,2,2020,1,9.053156146179402
7527,2,2020,2,9.401993355481729
7527,2,2020,3,2.87375415282392
7527,2,2020,4,0.8471760797342193
7527,2,2020,5,3.0564784053156147
7527,2,2020,6,3.6378737541528237
7527,2,2020,7,4.318936877076412
7528,2,2020,1,9.053156146179402
7528,2,2020,2,9.401993355481729
7528,2,2020,3,2.87375415282392
7528,2,2020,4,0.8471760797342193
7528,2,2020,5,3.0564784053156147
7528,2,2020,6,3.6378737541528237
7528,2,2020,7,4.318936877076412
7671,2,2020,1,9.053156146179402
7671,2,2020,2,9.401993355481729
7671,2,2020,3,2.87375415282392
7671,2,2020,4,0.8471760797342193
7671,2,2020,5,3.0564784053156147
7671,2,2020,6,3.6378737541528237
7671,2,2020,7,4.318936877076412
7672,2,2020,1,9.053156146179402
7672,2,2020,2,9.401993355481729
7672,2,2020,3,2.87375415282392
7672,2,2020,4,0.8471760797342193
7672,2,2020,5,3.0564784053156147
7672,2,2020,6,3.6378737541528237
7672,2,2020,7,4.318936877076412
7673,2,2020,1,9.053156146179402
7673,2,2020,2,9.401993355481729
7673,2,2020,3,2.87375415282392
7673,2,2020,4,0.8471760797342193
7673,2,2020,5,3.0564784053156147
7673,2,2020,6,3.6378737541528237
7673,2,2020,7,4.318936877076412
7674,2,2020,1,9.053156146179402
7674,2,2020,2,9.401993355481729
7674,2,2020,3,2.87375415282392
7674,2,2020,4,0.8471760797342193
7674,2,2020,5,3.0564784053156147
7674,2,2020,6,3.6378737541528237
7674,2,2020,7,4.318936877076412
7675,2,2020,1,9.053156146179402
7675,2,2020,2,9.401993355481729
7675,2,2020,3,2.87375415282392
7675,2,2020,4,0.8471760797342193
7675,2,2020,5,3.0564784053156147
7675,2,2020,6,3.6378737541528237
7675,2,2020,7,4.318936877076412
7814,2,2020,1,9.053156146179402
7814,2,2020,2,9.401993355481729
7814,2,2020,3,2.87375415282392
7814,2,2020,4,0.8471760797342193
7814,2,2020,5,3.0564784053156147
7814,2,2020,6,3.6378737541528237
7814,2,2020,7,4.318936877076412
7815,2,2020,1,9.053156146179402
7815,2,2020,2,9.401993355481729
7815,2,2020,3,2.87375415282392
7815,2,2020,4,0.8471760797342193
7815,2,2020,5,3.0564784053156147
7815,2,2020,6,3.6378737541528237
7815,2,2020,7,4.318936877076412
7816,2,2020,1,9.053156146179402
7816,2,2020,2,9.401993355481729
7816,2,2020,3,2.87375415282392
7816,2,2020,4,0.8471760797342193
7816,2,2020,5,3.0564784053156147
7816,2,2020,6,3.6378737541528237
7816,2,2020,7,4.318936877076412
7817,2,2020,1,9.053156146179402
7817,2,2020,2,9.401993355481729
7817,2,2020,3,2.87375415282392
7817,2,2020,4,0.8471760797342193
7817,2,2020,5,3.0564784053156147
7817,2,2020,6,3.6378737541528237
7817,2,2020,7,4.318936877076412
7818,2,2020,1,9.053156146179402
7818,2,2020,2,9.401993355481729
7818,2,2020,3,2.87375415282392
7818,2,2020,4,0.8471760797342193
7818,2,2020,5,3.0564784053156147
7818,2,2020,6,3.6378737541528237
7818,2,2020,7,4.318936877076412
7819,2,2020,1,9.053156146179402
7819,2,2020,2,9.401993355481729
7819,2,2020,3,2.87375415282392
7819,2,2020,4,0.8471760797342193
7819,2,2020,5,3.0564784053156147
7819,2,2020,6,3.6378737541528237
7819,2,2020,7,4.318936877076412
7820,2,2020,1,9.053156146179402
7820,2,2020,2,9.401993355481729
7820,2,2020,3,2.87375415282392
7820,2,2020,4,0.8471760797342193
7820,2,2020,5,3.0564784053156147
7820,2,2020,6,3.6378737541528237
7820,2,2020,7,4.318936877076412
7821,2,2020,1,9.053156146179402
7821,2,2020,2,9.401993355481729
7821,2,2020,3,2.87375415282392
7821,2,2020,4,0.8471760797342193
7821,2,2020,5,3.0564784053156147
7821,2,2020,6,3.6378737541528237
7821,2,2020,7,4.318936877076412
7961,2,2020,1,9.053156146179402
7961,2,2020,2,9.401993355481729
7961,2,2020,3,2.87375415282392
7961,2,2020,4,0.8471760797342193
7961,2,2020,5,3.0564784053156147
7961,2,2020,6,3.6378737541528237
7961,2,2020,7,4.318936877076412
7962,2,2020,1,9.053156146179402
7962,2,2020,2,9.401993355481729
7962,2,2020,3,2.87375415282392
7962,2,2020,4,0.8471760797342193
7962,2,2020,5,3.0564784053156147
7962,2,2020,6,3.6378737541528237
7962,2,2020,7,4.318936877076412
7963,2,2020,1,9.053156146179402
7963,2,2020,2,9.401993355481729
7963,2,2020,3,2.87375415282392
7963,2,2020,4,0.8471760797342193
7963,2,2020,5,3.0564784053156147
7963,2,2020,6,3.6378737541528237
7963,2,2020,7,4.318936877076412
7964,2,2020,1,9.053156146179402
7964,2,2020,2,9.401993355481729
7964,2,2020,3,2.87375415282392
7964,2,2020,4,0.8471760797342193
7964,2,2020,5,3.0564784053156147
7964,2,2020,6,3.6378737541528237
7964,2,2020,7,4.318936877076412
7965,2,2020,1,9.053156146179402
7965,2,2020,2,9.401993355481729
7965,2,2020,3,2.87375415282392
7965,2,2020,4,0.8471760797342193
7965,2,2020,5,3.0564784053156147
7965,2,2020,6,3.6378737541528237
7965,2,2020,7,4.318936877076412
7966,2,2020,1,9.053156146179402
7966,2,2020,2,9.401993355481729
7966,2,2020,3,2.87375415282392
7966,2,2020,4,0.8471760797342193
7966,2,2020,5,3.0564784053156147
7966,2,2020,6,3.6378737541528237
7966,2,2020,7,4.318936877076412
7967,2,2020,1,9.053156146179402
7967,2,2020,2,9.401993355481729
7967,2,2020,3,2.87375415282392
7967,2,2020,4,0.8471760797342193
7967,2,2020,5,3.0564784053156147
7967,2,2020,6,3.6378737541528237
7967,2,2020,7,4.318936877076412
8106,2,2020,1,9.053156146179402
8106,2,2020,2,9.401993355481729
8106,2,2020,3,2.87375415282392
8106,2,2020,4,0.8471760797342193
8106,2,2020,5,3.0564784053156147
8106,2,2020,6,3.6378737541528237
8106,2,2020,7,4.318936877076412
8107,2,2020,1,9.053156146179402
8107,2,2020,2,9.401993355481729
8107,2,2020,3,2.87375415282392
8107,2,2020,4,0.8471760797342193
8107,2,2020,5,3.0564784053156147
8107,2,2020,6,3.6378737541528237
8107,2,2020,7,4.318936877076412
8108,2,2020,1,9.053156146179402
8108,2,2020,2,9.401993355481729
8108,2,2020,3,2.87375415282392
8108,2,2020,4,0.8471760797342193
8108,2,2020,5,3.0564784053156147
8108,2,2020,6,3.6378737541528237
8108,2,2020,7,4.318936877076412
8109,2,2020,1,9.053156146179402
8109,2,2020,2,9.401993355481729
8109,2,2020,3,2.87375415282392
8109,2,2020,4,0.8471760797342193
8109,2,2020,5,3.0564784053156147
8109,2,2020,6,3.6378737541528237
8109,2,2020,7,4.318936877076412
8110,2,2020,1,9.053156146179402
8110,2,2020,2,9.401993355481729
8110,2,2020,3,2.87375415282392
8110,2,2020,4,0.8471760797342193
8110,2,2020,5,3.0564784053156147
8110,2,2020,6,3.6378737541528237
8110,2,2020,7,4.318936877076412
8111,2,2020,1,9.053156146179402
